,X,Unnamed..0,compound,data,start,stop,area,area_linkpoint,RNAi,Gene,Vial,ratio,ng_uL,ng
1,0,0,pBQ,./230312MZXML/RNAi 13_3122023_62.mzXML,4.045,4.085,350019,343957.74,RNAi,13,62,0.111347473,0.556737365,38.97161557
57,56,56,meBQ,./230312MZXML/RNAi 13_3122023_62.mzXML,4.685,4.75,230596,225758.8325,RNAi,13,62,0.073356823,0.366784116,25.67488812
113,112,112,C11:1,./230312MZXML/RNAi 13_3122023_62.mzXML,5.12,5.16,96294,93316.005,RNAi,13,62,0.002115447,0.010577235,0.740406427
169,168,168,C11,./230312MZXML/RNAi 13_3122023_62.mzXML,5.165,5.26,16734812,16701568.03,RNAi,13,62,0.367640837,1.838204184,128.6742929
225,224,224,dimeBQ,./230312MZXML/RNAi 13_3122023_62.mzXML,5.295,5.37,3143484,3128726.14,RNAi,13,62,1,5,350
281,280,280,memeOBQ,./230312MZXML/RNAi 13_3122023_62.mzXML,5.705,5.795,1895223,1888082.24,RNAi,13,62,0.602905248,3.014526239,211.0168367
337,336,336,ethyl decanoate,./230312MZXML/RNAi 13_3122023_62.mzXML,6.78,6.86,2156244,2146844.575,RNAi,13,62,0.047369719,0.236848597,16.57940179
393,392,392,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_62.mzXML,6.935,7.015,77028,71419.985,RNAi,13,62,0.001692199,0.008460997,0.592269781
449,448,448,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_62.mzXML,7.71,7.815,824008,817230.0825,RNAi,13,62,0.018102324,0.090511621,6.335813438
505,504,504,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_62.mzXML,7.84,7.93,166292,160933.76,RNAi,13,62,0.003653207,0.018266034,1.278622402
561,560,560,C18,./230312MZXML/RNAi 13_3122023_62.mzXML,8.575,8.655,45519459,45432520.65,RNAi,13,62,1,5,350
2,1,1,pBQ,./230312MZXML/RNAi 13_3122023_86.mzXML,4.045,4.085,431618,423626.03,RNAi,13,86,0.110469152,0.552345759,38.66420314
58,57,57,meBQ,./230312MZXML/RNAi 13_3122023_86.mzXML,4.685,4.75,383152,376183.63,RNAi,13,86,0.098064669,0.490323347,34.32263428
114,113,113,C11:1,./230312MZXML/RNAi 13_3122023_86.mzXML,5.12,5.16,185710,181070.0325,RNAi,13,86,0.002251453,0.011257265,0.788008542
170,169,169,C11,./230312MZXML/RNAi 13_3122023_86.mzXML,5.165,5.26,23229417,23204217.05,RNAi,13,86,0.281621561,1.408107803,98.56754623
226,225,225,dimeBQ,./230312MZXML/RNAi 13_3122023_86.mzXML,5.295,5.37,3907136,3891059.345,RNAi,13,86,1,5,350
282,281,281,memeOBQ,./230312MZXML/RNAi 13_3122023_86.mzXML,5.705,5.795,3220976,3212573.623,RNAi,13,86,0.824382873,4.121914364,288.5340055
338,337,337,ethyl decanoate,./230312MZXML/RNAi 13_3122023_86.mzXML,6.78,6.86,3407313,3394974.38,RNAi,13,86,0.041308519,0.206542593,14.45798152
394,393,393,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_86.mzXML,6.935,7.015,89960,83101.89,RNAi,13,86,0.001090629,0.005453145,0.381720146
450,449,449,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_86.mzXML,7.71,7.815,1689560,1680911.58,RNAi,13,86,0.020483361,0.102416803,7.169176196
506,505,505,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_86.mzXML,7.84,7.93,240235,233626.72,RNAi,13,86,0.002912486,0.014562431,1.019370158
562,561,561,C18,./230312MZXML/RNAi 13_3122023_86.mzXML,8.575,8.655,82484512,82333117.86,RNAi,13,86,1,5,350
3,2,2,pBQ,./230312MZXML/RNAi 13_3122023_46.mzXML,4.045,4.085,394511,387367.745,RNAi,13,46,0.124800151,0.624000757,43.68005297
59,58,58,meBQ,./230312MZXML/RNAi 13_3122023_46.mzXML,4.685,4.75,312162,306609.69,RNAi,13,46,0.098749756,0.493748778,34.56241447
115,114,114,C11:1,./230312MZXML/RNAi 13_3122023_46.mzXML,5.12,5.16,94985,91712.4825,RNAi,13,46,0.002084577,0.010422883,0.729601776
171,170,170,C11,./230312MZXML/RNAi 13_3122023_46.mzXML,5.165,5.26,6428284,6415275.085,RNAi,13,46,0.141077536,0.705387682,49.37713771
227,226,226,dimeBQ,./230312MZXML/RNAi 13_3122023_46.mzXML,5.295,5.37,3161142,3147734.76,RNAi,13,46,1,5,350
283,282,282,memeOBQ,./230312MZXML/RNAi 13_3122023_46.mzXML,5.705,5.795,1967219,1960523.508,RNAi,13,46,0.622312759,3.111563796,217.8094657
339,338,338,ethyl decanoate,./230312MZXML/RNAi 13_3122023_46.mzXML,6.78,6.86,1152538,1145281.485,RNAi,13,46,0.025294032,0.12647016,8.85291122
395,394,394,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_46.mzXML,6.935,7.015,65486,60703.005,RNAi,13,46,0.00143718,0.007185902,0.503013128
451,450,450,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_46.mzXML,7.71,7.815,790027,784312.845,RNAi,13,46,0.017338229,0.086691147,6.068380298
507,506,506,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_46.mzXML,7.84,7.93,105231,100643.76,RNAi,13,46,0.002309439,0.011547195,0.808303675
563,562,562,C18,./230312MZXML/RNAi 13_3122023_46.mzXML,8.575,8.655,45565610,45485760.27,RNAi,13,46,1,5,350
4,3,3,pBQ,./230312MZXML/GFP_3122023_15.mzXML,4.051666667,4.091608187,567560,559585.1625,GFP,GFP,15,0.183954033,0.919770164,64.38391151
60,59,59,meBQ,./230312MZXML/GFP_3122023_15.mzXML,4.690730994,4.755635965,1866594,1853311.2,GFP,GFP,15,0.604988889,3.024944447,211.7461113
116,115,115,C11:1,./230312MZXML/GFP_3122023_15.mzXML,5.125095029,5.16503655,352703,346120.62,GFP,GFP,15,0.009143902,0.045719508,3.200365577
172,171,171,C11,./230312MZXML/GFP_3122023_15.mzXML,5.17002924,5.264890351,15511919,15443350.95,GFP,GFP,15,0.402149859,2.010749295,140.7524506
228,227,227,dimeBQ,./230312MZXML/GFP_3122023_15.mzXML,5.299839181,5.374729532,3085336,3063841.555,GFP,GFP,15,1,5,350
284,283,283,memeOBQ,./230312MZXML/GFP_3122023_15.mzXML,5.709239766,5.799108187,1846134,1838877.253,GFP,GFP,15,0.598357521,2.991787604,209.4251323
340,339,339,ethyl decanoate,./230312MZXML/GFP_3122023_15.mzXML,6.782668129,6.86255117,1056434,1048293.8,GFP,GFP,15,0.02738828,0.136941401,9.585898072
396,395,395,isopropyl decanoate,./230312MZXML/GFP_3122023_15.mzXML,6.93744152,7.017324561,27637,22904.425,GFP,GFP,15,0.000716495,0.003582476,0.250773323
452,451,451,ethyl dodecanoate,./230312MZXML/GFP_3122023_15.mzXML,7.71130848,7.816154971,764099,758855,GFP,GFP,15,0.019809432,0.09904716,6.93330121
508,507,507,isopropyl dodecanoate,./230312MZXML/GFP_3122023_15.mzXML,7.841118421,7.930986842,128747,123830.3025,GFP,GFP,15,0.003337794,0.016688969,1.168227849
564,563,563,C18,./230312MZXML/GFP_3122023_15.mzXML,8.57504386,8.654926901,38572484,38505022.69,GFP,GFP,15,1,5,350
5,4,4,pBQ,./230312MZXML/GFP_3122023_17.mzXML,4.051666667,4.091608187,912858,900190.73,GFP,GFP,17,0.300569459,1.502847293,105.1993105
61,60,60,meBQ,./230312MZXML/GFP_3122023_17.mzXML,4.690730994,4.755635965,10599175,10513180.09,GFP,GFP,17,3.48990565,17.44952825,1221.466977
117,116,116,C11:1,./230312MZXML/GFP_3122023_17.mzXML,5.125095029,5.16503655,2664973,2621130.443,GFP,GFP,17,0.068172636,0.340863182,23.86042272
173,172,172,C11,./230312MZXML/GFP_3122023_17.mzXML,5.17002924,5.264890351,175569129,174887227.7,GFP,GFP,17,4.491231388,22.45615694,1571.930986
229,228,228,dimeBQ,./230312MZXML/GFP_3122023_17.mzXML,5.299839181,5.374729532,3037095,3018052.27,GFP,GFP,17,1,5,350
285,284,284,memeOBQ,./230312MZXML/GFP_3122023_17.mzXML,5.709239766,5.799108187,5290495,5271101.103,GFP,GFP,17,1.74195901,8.709795051,609.6856536
341,340,340,ethyl decanoate,./230312MZXML/GFP_3122023_17.mzXML,6.782668129,6.86255117,24392512,24326662.23,GFP,GFP,17,0.623984502,3.11992251,218.3945757
397,396,396,isopropyl decanoate,./230312MZXML/GFP_3122023_17.mzXML,6.93744152,7.017324561,2497755,2482480.8,GFP,GFP,17,0.063895035,0.319475175,22.36326228
453,452,452,ethyl dodecanoate,./230312MZXML/GFP_3122023_17.mzXML,7.71130848,7.816154971,3948711,3938751.7,GFP,GFP,17,0.10101192,0.505059599,35.35417195
509,508,508,isopropyl dodecanoate,./230312MZXML/GFP_3122023_17.mzXML,7.841118421,7.930986842,380584,375183.61,GFP,GFP,17,0.009735714,0.048678569,3.407499859
565,564,564,C18,./230312MZXML/GFP_3122023_17.mzXML,8.57504386,8.654926901,39091535,39019857.91,GFP,GFP,17,1,5,350
6,5,5,pBQ,./230312MZXML/RNAi 13_3122023_84.mzXML,4.051666667,4.091608187,522462,514076.875,RNAi,13,84,0.151066768,0.75533384,52.87336879
62,61,61,meBQ,./230312MZXML/RNAi 13_3122023_84.mzXML,4.690730994,4.755635965,527343,521328.39,RNAi,13,84,0.15247808,0.7623904,53.367328
118,117,117,C11:1,./230312MZXML/RNAi 13_3122023_84.mzXML,5.125095029,5.16503655,7383552,7264507.953,RNAi,13,84,0.10946885,0.547344251,38.31409758
174,173,173,C11,./230312MZXML/RNAi 13_3122023_84.mzXML,5.17002924,5.264890351,345962282,344426891.4,RNAi,13,84,5.129251238,25.64625619,1795.237933
230,229,229,dimeBQ,./230312MZXML/RNAi 13_3122023_84.mzXML,5.299839181,5.374729532,3458484,3440152.54,RNAi,13,84,1,5,350
286,285,285,memeOBQ,./230312MZXML/RNAi 13_3122023_84.mzXML,5.709239766,5.799108187,2675569,2665830.465,RNAi,13,84,0.773624802,3.86812401,270.7686807
342,341,341,ethyl decanoate,./230312MZXML/RNAi 13_3122023_84.mzXML,6.782668129,6.86255117,67963923,67794393.75,RNAi,13,84,1.00763596,5.0381798,352.672586
398,397,397,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_84.mzXML,6.93744152,7.017324561,30378523,30303613.26,RNAi,13,84,0.45039325,2.251966252,157.6376376
454,453,453,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_84.mzXML,7.71130848,7.816154971,4546255,4532406.4,RNAi,13,84,0.067402966,0.337014832,23.59103826
510,509,509,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_84.mzXML,7.841118421,7.930986842,1872465,1863791.005,RNAi,13,84,0.027761244,0.138806221,9.716435495
566,565,565,C18,./230312MZXML/RNAi 13_3122023_84.mzXML,8.57504386,8.654926901,67448886,67326715.53,RNAi,13,84,1,5,350
7,6,6,pBQ,./230312MZXML/RNAi 13_3122023_79.mzXML,4.051666667,4.091608187,479304,471804.445,RNAi,13,79,0.144786506,0.723932529,50.67527706
63,62,62,meBQ,./230312MZXML/RNAi 13_3122023_79.mzXML,4.690730994,4.755635965,285163,280154.56,RNAi,13,79,0.086141059,0.430705297,30.14937082
119,118,118,C11:1,./230312MZXML/RNAi 13_3122023_79.mzXML,5.125095029,5.16503655,249173,244713.16,RNAi,13,79,0.0041394,0.020697,1.448789999
175,174,174,C11,./230312MZXML/RNAi 13_3122023_79.mzXML,5.17002924,5.264890351,5803320,5773420.315,RNAi,13,79,0.096407969,0.482039844,33.74278905
231,230,230,dimeBQ,./230312MZXML/RNAi 13_3122023_79.mzXML,5.299839181,5.374729532,3310419,3293174.115,RNAi,13,79,1,5,350
287,286,286,memeOBQ,./230312MZXML/RNAi 13_3122023_79.mzXML,5.709239766,5.799108187,2314749,2306654.663,RNAi,13,79,0.699231427,3.496157133,244.7309993
343,342,342,ethyl decanoate,./230312MZXML/RNAi 13_3122023_79.mzXML,6.782668129,6.86255117,1632187,1621815.138,RNAi,13,79,0.027114795,0.135573976,9.490178317
399,398,398,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_79.mzXML,6.93744152,7.017324561,60752,54887.7125,RNAi,13,79,0.001009246,0.005046229,0.353236065
455,454,454,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_79.mzXML,7.71130848,7.816154971,1059204,1051798.9,RNAi,13,79,0.017596084,0.08798042,6.158629394
511,510,510,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_79.mzXML,7.841118421,7.930986842,164585,158908.0625,RNAi,13,79,0.002734177,0.013670886,0.956962038
567,566,566,C18,./230312MZXML/RNAi 13_3122023_79.mzXML,8.57504386,8.654926901,60195439,60087836.96,RNAi,13,79,1,5,350
8,7,7,pBQ,./230312MZXML/RNAi 13_3122023_60.mzXML,4.051666667,4.091608187,465019,458189.52,RNAi,13,60,0.145355685,0.726778424,50.87448971
64,63,63,meBQ,./230312MZXML/RNAi 13_3122023_60.mzXML,4.690730994,4.755635965,304535,299170.52,RNAi,13,60,0.09519158,0.475957902,33.31705312
120,119,119,C11:1,./230312MZXML/RNAi 13_3122023_60.mzXML,5.125095029,5.16503655,3060464,3012184.475,RNAi,13,60,0.062991563,0.314957816,22.04704715
176,175,175,C11,./230312MZXML/RNAi 13_3122023_60.mzXML,5.17002924,5.264890351,251345207,250463676.3,RNAi,13,60,5.173276835,25.86638417,1810.646892
232,231,231,dimeBQ,./230312MZXML/RNAi 13_3122023_60.mzXML,5.299839181,5.374729532,3199180,3182005.815,RNAi,13,60,1,5,350
288,287,287,memeOBQ,./230312MZXML/RNAi 13_3122023_60.mzXML,5.709239766,5.799108187,2048230,2039875.138,RNAi,13,60,0.640235935,3.201179677,224.0825774
344,343,343,ethyl decanoate,./230312MZXML/RNAi 13_3122023_60.mzXML,6.782668129,6.86255117,48341148,48227487.98,RNAi,13,60,0.994974776,4.974873882,348.2411717
400,399,399,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_60.mzXML,6.93744152,7.017324561,6893764,6869586.175,RNAi,13,60,0.141889913,0.709449566,49.66146962
456,455,455,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_60.mzXML,7.71130848,7.816154971,5997655,5984933.35,RNAi,13,60,0.123445878,0.617229388,43.20605718
512,511,511,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_60.mzXML,7.841118421,7.930986842,643680,637176.905,RNAi,13,60,0.013248452,0.066242258,4.636958092
568,567,567,C18,./230312MZXML/RNAi 13_3122023_60.mzXML,8.57504386,8.654926901,48585300,48515242.88,RNAi,13,60,1,5,350
9,8,8,pBQ,./230312MZXML/GFP_3122023_13.mzXML,4.045,4.085,1747477,1733107.085,GFP,GFP,13,0.565402295,2.827011475,197.8908033
65,64,64,meBQ,./230312MZXML/GFP_3122023_13.mzXML,4.685,4.75,9320387,9307398.74,GFP,GFP,13,3.015643812,15.07821906,1055.475334
121,120,120,C11:1,./230312MZXML/GFP_3122023_13.mzXML,5.12,5.16,1098143,1091680.81,GFP,GFP,13,0.028278179,0.141390897,9.897362803
177,176,176,C11,./230312MZXML/GFP_3122023_13.mzXML,5.165,5.26,260346407,260180818.4,GFP,GFP,13,6.704156392,33.52078196,2346.454737
233,232,232,dimeBQ,./230312MZXML/GFP_3122023_13.mzXML,5.295,5.37,3090679,3076662.865,GFP,GFP,13,1,5,350
289,288,288,memeOBQ,./230312MZXML/GFP_3122023_13.mzXML,5.705,5.795,4288021,4276117.26,GFP,GFP,13,1.387404192,6.937020959,485.5914671
345,344,344,ethyl decanoate,./230312MZXML/GFP_3122023_13.mzXML,6.78,6.86,43846580,43734238.37,GFP,GFP,13,1.129089251,5.645446253,395.1812377
401,400,400,isopropyl decanoate,./230312MZXML/GFP_3122023_13.mzXML,6.935,7.015,3087880,3067647.445,GFP,GFP,13,0.079515714,0.39757857,27.8304999
457,456,456,ethyl dodecanoate,./230312MZXML/GFP_3122023_13.mzXML,7.71,7.815,4577184,4566590.598,GFP,GFP,13,0.117866644,0.589333222,41.25332554
513,512,512,isopropyl dodecanoate,./230312MZXML/GFP_3122023_13.mzXML,7.84,7.93,341186,336099.92,GFP,GFP,13,0.008785849,0.043929247,3.075047262
569,568,568,C18,./230312MZXML/GFP_3122023_13.mzXML,8.575,8.655,38833582,38758605.88,GFP,GFP,13,1,5,350
10,9,9,pBQ,./230312MZXML/RNAi 13_3122023_80.mzXML,4.045,4.085,346712,339605.67,RNAi,13,80,0.102146324,0.510731622,35.75121352
66,65,65,meBQ,./230312MZXML/RNAi 13_3122023_80.mzXML,4.685,4.75,327203,321567.26,RNAi,13,80,0.096398693,0.481993467,33.73954266
122,121,121,C11:1,./230312MZXML/RNAi 13_3122023_80.mzXML,5.12,5.16,280502,276471.3825,RNAi,13,80,0.004732893,0.023664464,1.656512504
178,177,177,C11,./230312MZXML/RNAi 13_3122023_80.mzXML,5.165,5.26,71061870,71004190.04,RNAi,13,80,1.19902253,5.995112652,419.6578857
234,233,233,dimeBQ,./230312MZXML/RNAi 13_3122023_80.mzXML,5.295,5.37,3394268,3379676.99,RNAi,13,80,1,5,350
290,289,289,memeOBQ,./230312MZXML/RNAi 13_3122023_80.mzXML,5.705,5.795,2481830,2473588.995,RNAi,13,80,0.731182688,3.65591344,255.9139408
346,345,345,ethyl decanoate,./230312MZXML/RNAi 13_3122023_80.mzXML,6.78,6.86,5337626,5319180.65,RNAi,13,80,0.090061433,0.450307164,31.5215015
402,401,401,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_80.mzXML,6.935,7.015,4607476,4592331.255,RNAi,13,80,0.077741657,0.388708286,27.20958
458,457,457,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_80.mzXML,7.71,7.815,1474340,1466247.71,RNAi,13,80,0.024876447,0.124382237,8.706756621
514,513,513,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_80.mzXML,7.84,7.93,375640,369520.36,RNAi,13,80,0.00633815,0.031690752,2.218352658
570,569,569,C18,./230312MZXML/RNAi 13_3122023_80.mzXML,8.575,8.655,59266501,59148597.41,RNAi,13,80,1,5,350
11,10,10,pBQ,./230312MZXML/RNAi 13_3122023_82.mzXML,4.045,4.085,369044,361722.07,RNAi,13,82,0.099373162,0.49686581,34.78060672
67,66,66,meBQ,./230312MZXML/RNAi 13_3122023_82.mzXML,4.685,4.75,294764,288925.04,RNAi,13,82,0.079371649,0.396858244,27.78007706
123,122,122,C11:1,./230312MZXML/RNAi 13_3122023_82.mzXML,5.12,5.16,131656,128067.52,RNAi,13,82,0.002180493,0.010902467,0.763172677
179,178,178,C11,./230312MZXML/RNAi 13_3122023_82.mzXML,5.165,5.26,18208045,18188580.97,RNAi,13,82,0.301562567,1.507812833,105.5468983
235,234,234,dimeBQ,./230312MZXML/RNAi 13_3122023_82.mzXML,5.295,5.37,3713719,3697096.73,RNAi,13,82,1,5,350
291,290,290,memeOBQ,./230312MZXML/RNAi 13_3122023_82.mzXML,5.705,5.795,2464750,2456330.878,RNAi,13,82,0.663687802,3.31843901,232.2907307
347,346,346,ethyl decanoate,./230312MZXML/RNAi 13_3122023_82.mzXML,6.78,6.86,3116594,3103624.225,RNAi,13,82,0.051617188,0.258085941,18.06601587
403,402,402,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_82.mzXML,6.935,7.015,93753,87323.255,RNAi,13,82,0.001552742,0.00776371,0.543459683
459,458,458,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_82.mzXML,7.71,7.815,1230774,1223061.093,RNAi,13,82,0.020384142,0.101920708,7.134449536
515,514,514,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_82.mzXML,7.84,7.93,187955,182405.84,RNAi,13,82,0.00311292,0.015564601,1.089522091
571,570,570,C18,./230312MZXML/RNAi 13_3122023_82.mzXML,8.575,8.655,60378996,60275115.55,RNAi,13,82,1,5,350
12,11,11,pBQ,./230312MZXML/GFP_3122023_11.mzXML,4.051666667,4.091608187,542042,534432.86,GFP,GFP,11,0.202292974,1.011464868,70.80254078
68,67,67,meBQ,./230312MZXML/GFP_3122023_11.mzXML,4.690730994,4.755635965,1702751,1690652.9,GFP,GFP,11,0.635475781,3.177378904,222.4165233
124,123,123,C11:1,./230312MZXML/GFP_3122023_11.mzXML,5.125095029,5.16503655,458833,450837.985,GFP,GFP,11,0.012592712,0.062963561,4.407449289
180,179,179,C11,./230312MZXML/GFP_3122023_11.mzXML,5.17002924,5.264890351,27992980,27878977.02,GFP,GFP,11,0.768269811,3.841349056,268.8944339
236,235,235,dimeBQ,./230312MZXML/GFP_3122023_11.mzXML,5.299839181,5.374729532,2679490,2664075.93,GFP,GFP,11,1,5,350
292,291,291,memeOBQ,./230312MZXML/GFP_3122023_11.mzXML,5.709239766,5.799108187,1864054,1857184.173,GFP,GFP,11,0.695674923,3.478374616,243.4862231
348,347,347,ethyl decanoate,./230312MZXML/GFP_3122023_11.mzXML,6.782668129,6.86255117,3696514,3683450.2,GFP,GFP,11,0.101451154,0.507255768,35.50790375
404,403,403,isopropyl decanoate,./230312MZXML/GFP_3122023_11.mzXML,6.93744152,7.017324561,372314,366491.3375,GFP,GFP,11,0.010218191,0.051090953,3.576366727
460,459,459,ethyl dodecanoate,./230312MZXML/GFP_3122023_11.mzXML,7.71130848,7.816154971,768621,763272.45,GFP,GFP,11,0.021094871,0.105474357,7.383204956
516,515,515,isopropyl dodecanoate,./230312MZXML/GFP_3122023_11.mzXML,7.841118421,7.930986842,120172,116105.8125,GFP,GFP,11,0.003298131,0.016490656,1.154345908
572,571,571,C18,./230312MZXML/GFP_3122023_11.mzXML,8.57504386,8.654926901,36436392,36369584.56,GFP,GFP,11,1,5,350
13,12,12,pBQ,./230312MZXML/RNAi 13_3122023_78.mzXML,4.051666667,4.091608187,513707,506275.31,RNAi,13,78,0.142707647,0.713538235,49.94767643
69,68,68,meBQ,./230312MZXML/RNAi 13_3122023_78.mzXML,4.690730994,4.755635965,304520,299365.46,RNAi,13,78,0.084595563,0.422977813,29.60844689
125,124,124,C11:1,./230312MZXML/RNAi 13_3122023_78.mzXML,5.125095029,5.16503655,276090,271326.4125,RNAi,13,78,0.004325756,0.021628782,1.514014736
181,180,180,C11,./230312MZXML/RNAi 13_3122023_78.mzXML,5.17002924,5.264890351,7187486,7153675.72,RNAi,13,78,0.112612965,0.563064825,39.41453773
237,236,236,dimeBQ,./230312MZXML/RNAi 13_3122023_78.mzXML,5.299839181,5.374729532,3599716,3579969.35,RNAi,13,78,1,5,350
293,292,292,memeOBQ,./230312MZXML/RNAi 13_3122023_78.mzXML,5.709239766,5.799108187,2471254,2462823.02,RNAi,13,78,0.686513603,3.432568014,240.279761
349,348,348,ethyl decanoate,./230312MZXML/RNAi 13_3122023_78.mzXML,6.782668129,6.86255117,1987573,1976795.463,RNAi,13,78,0.031141137,0.155705687,10.89939806
405,404,404,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_78.mzXML,6.93744152,7.017324561,80597,73814.7125,RNAi,13,78,0.001262787,0.006313937,0.441975608
461,460,460,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_78.mzXML,7.71130848,7.816154971,1240478,1232835.4,RNAi,13,78,0.019435712,0.097178558,6.802499084
517,516,516,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_78.mzXML,7.841118421,7.930986842,185972,180117.6675,RNAi,13,78,0.002913795,0.014568973,1.01982813
573,572,572,C18,./230312MZXML/RNAi 13_3122023_78.mzXML,8.57504386,8.654926901,63824676,63728878.9,RNAi,13,78,1,5,350
14,13,13,pBQ,./230312MZXML/GFP_3122023_16.mzXML,4.051666667,4.091608187,1020459,1006439.89,GFP,GFP,16,0.346139952,1.73069976,121.1489832
70,69,69,meBQ,./230312MZXML/GFP_3122023_16.mzXML,4.690730994,4.755635965,11437332,11332289.1,GFP,GFP,16,3.879545919,19.3977296,1357.841072
126,125,125,C11:1,./230312MZXML/GFP_3122023_16.mzXML,5.125095029,5.16503655,5203980,5122527.528,GFP,GFP,16,0.136112754,0.680563769,47.63946386
182,181,181,C11,./230312MZXML/GFP_3122023_16.mzXML,5.17002924,5.264890351,233213631,232162376.5,GFP,GFP,16,6.099821591,30.49910795,2134.937557
238,237,237,dimeBQ,./230312MZXML/GFP_3122023_16.mzXML,5.299839181,5.374729532,2948111,2929706.04,GFP,GFP,16,1,5,350
294,293,293,memeOBQ,./230312MZXML/GFP_3122023_16.mzXML,5.709239766,5.799108187,5493502,5473072.633,GFP,GFP,16,1.863397274,9.316986369,652.1890458
350,349,349,ethyl decanoate,./230312MZXML/GFP_3122023_16.mzXML,6.782668129,6.86255117,38710170,38602767.49,GFP,GFP,16,1.012484261,5.062421303,354.3694912
406,405,405,isopropyl decanoate,./230312MZXML/GFP_3122023_16.mzXML,6.93744152,7.017324561,1290677,1276874.938,GFP,GFP,16,0.033758316,0.16879158,11.81541057
462,461,461,ethyl dodecanoate,./230312MZXML/GFP_3122023_16.mzXML,7.71130848,7.816154971,2538093,2529650.75,GFP,GFP,16,0.066385118,0.331925591,23.2347914
518,517,517,isopropyl dodecanoate,./230312MZXML/GFP_3122023_16.mzXML,7.841118421,7.930986842,153840,148513.135,GFP,GFP,16,0.004023764,0.020118819,1.408317311
574,573,573,C18,./230312MZXML/GFP_3122023_16.mzXML,8.57504386,8.654926901,38232861,38154520.89,GFP,GFP,16,1,5,350
