,X,Unnamed..0,compound,data,start,stop,area,area_linkpoint,RNAi,Gene,Vial,ratio,ng_uL,ng
602,601,601,C18,./230312MZXML/GFP_3122023_41.mzXML,8.57504386,8.654926901,35765545,35700986.24,GFP,GFP,41,1,5,350
43,42,42,pBQ,./230312MZXML/GFP_3122023_04.mzXML,4.045,4.085,1736284,1722314.1,GFP,GFP,4,0.608547076,3.042735378,212.9914765
99,98,98,meBQ,./230312MZXML/GFP_3122023_04.mzXML,4.685,4.75,6842423,6832735.73,GFP,GFP,4,2.398188607,11.99094303,839.3660124
155,154,154,C11:1,./230312MZXML/GFP_3122023_04.mzXML,5.12,5.16,419829,415860.2975,GFP,GFP,4,0.012402156,0.062010781,4.340754685
211,210,210,C11,./230312MZXML/GFP_3122023_04.mzXML,5.165,5.26,102101633,102045167.5,GFP,GFP,4,3.016181362,15.08090681,1055.663477
267,266,266,dimeBQ,./230312MZXML/GFP_3122023_04.mzXML,5.295,5.37,2853163,2839078.23,GFP,GFP,4,1,5,350
323,322,322,memeOBQ,./230312MZXML/GFP_3122023_04.mzXML,5.705,5.795,4089497,4079212.808,GFP,GFP,4,1.433320494,7.166602469,501.6621728
379,378,378,ethyl decanoate,./230312MZXML/GFP_3122023_04.mzXML,6.78,6.86,16152432,16109102.91,GFP,GFP,4,0.477158523,2.385792613,167.0054829
435,434,434,isopropyl decanoate,./230312MZXML/GFP_3122023_04.mzXML,6.935,7.015,1670497,1659686.48,GFP,GFP,4,0.049348103,0.246740516,17.2718361
491,490,490,ethyl dodecanoate,./230312MZXML/GFP_3122023_04.mzXML,7.71,7.815,2276430,2269279.255,GFP,GFP,4,0.067247952,0.336239761,23.53678328
547,546,546,isopropyl dodecanoate,./230312MZXML/GFP_3122023_04.mzXML,7.84,7.93,292393,287788.56,GFP,GFP,4,0.008637573,0.043187865,3.023150579
603,602,602,C18,./230312MZXML/GFP_3122023_04.mzXML,8.575,8.655,33851291,33787913.25,GFP,GFP,4,1,5,350
44,43,43,pBQ,./230312MZXML/RNAi 13_3122023_73.mzXML,4.051666667,4.091608187,1090541,1076113.108,RNAi,13,73,0.281513772,1.407568861,98.52982024
100,99,99,meBQ,./230312MZXML/RNAi 13_3122023_73.mzXML,4.690730994,4.755635965,15317769,15168643.86,RNAi,13,73,3.954150217,19.77075108,1383.952576
156,155,155,C11:1,./230312MZXML/RNAi 13_3122023_73.mzXML,5.125095029,5.16503655,5651802,5565233.893,RNAi,13,73,0.09848011,0.492400552,34.46803866
212,211,211,C11,./230312MZXML/RNAi 13_3122023_73.mzXML,5.17002924,5.264890351,214809793,213830192.1,RNAi,13,73,3.742964128,18.71482064,1310.037445
268,267,267,dimeBQ,./230312MZXML/RNAi 13_3122023_73.mzXML,5.299839181,5.374729532,3873846,3852225.905,RNAi,13,73,1,5,350
324,323,323,memeOBQ,./230312MZXML/RNAi 13_3122023_73.mzXML,5.709239766,5.799108187,6860585,6835680.255,RNAi,13,73,1.771000964,8.855004819,619.8503374
380,379,379,ethyl decanoate,./230312MZXML/RNAi 13_3122023_73.mzXML,6.782668129,6.86255117,46142285,46017539.86,RNAi,13,73,0.804008584,4.020042921,281.4030044
436,435,435,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_73.mzXML,6.93744152,7.017324561,1534501,1519378.563,RNAi,13,73,0.02673799,0.133689952,9.358296662
492,491,491,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_73.mzXML,7.71130848,7.816154971,5295618,5281778.7,RNAi,13,73,0.092273764,0.461368821,32.2958175
548,547,547,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_73.mzXML,7.841118421,7.930986842,331262,324357.79,RNAi,13,73,0.005772092,0.028860458,2.020232029
604,603,603,C18,./230312MZXML/RNAi 13_3122023_73.mzXML,8.57504386,8.654926901,57390289,57287932.17,RNAi,13,73,1,5,350
45,44,44,pBQ,./230312MZXML/GFP_3122023_20.mzXML,4.045,4.085,954453,944513.8925,GFP,GFP,20,0.293588144,1.467940718,102.7558503
101,100,100,meBQ,./230312MZXML/GFP_3122023_20.mzXML,4.685,4.75,2291663,2284264.58,GFP,GFP,20,0.704911699,3.524558496,246.7190948
157,156,156,C11:1,./230312MZXML/GFP_3122023_20.mzXML,5.12,5.16,126422,122821.8475,GFP,GFP,20,0.002695509,0.013477544,0.943428088
213,212,212,C11,./230312MZXML/GFP_3122023_20.mzXML,5.165,5.26,15115648,15098590.03,GFP,GFP,20,0.322288546,1.611442729,112.8009911
269,268,268,dimeBQ,./230312MZXML/GFP_3122023_20.mzXML,5.295,5.37,3250993,3235305.755,GFP,GFP,20,1,5,350
325,324,324,memeOBQ,./230312MZXML/GFP_3122023_20.mzXML,5.705,5.795,2351407,2344235.763,GFP,GFP,20,0.723288854,3.616444268,253.1510988
381,380,380,ethyl decanoate,./230312MZXML/GFP_3122023_20.mzXML,6.78,6.86,2135307,2126130.385,GFP,GFP,20,0.045527985,0.227639923,15.93479458
437,436,436,isopropyl decanoate,./230312MZXML/GFP_3122023_20.mzXML,6.935,7.015,72676,67505.03,GFP,GFP,20,0.001549563,0.007747813,0.542346899
493,492,492,ethyl dodecanoate,./230312MZXML/GFP_3122023_20.mzXML,7.71,7.815,1024075,1017617.708,GFP,GFP,20,0.021834833,0.109174163,7.642191385
549,548,548,isopropyl dodecanoate,./230312MZXML/GFP_3122023_20.mzXML,7.84,7.93,191321,185756.88,GFP,GFP,20,0.004079254,0.02039627,1.427738884
605,604,604,C18,./230312MZXML/GFP_3122023_20.mzXML,8.575,8.655,46900978,46816187.88,GFP,GFP,20,1,5,350
46,45,45,pBQ,./230312MZXML/RNAi 13_3122023_71.mzXML,4.051666667,4.091608187,503698,496335.505,RNAi,13,71,0.147436564,0.737182818,51.60279724
102,101,101,meBQ,./230312MZXML/RNAi 13_3122023_71.mzXML,4.690730994,4.755635965,281091,276189.03,RNAi,13,71,0.082277657,0.411388283,28.79717981
158,157,157,C11:1,./230312MZXML/RNAi 13_3122023_71.mzXML,5.125095029,5.16503655,228288,224199.1075,RNAi,13,71,0.004625421,0.023127104,1.618897282
214,213,213,C11,./230312MZXML/RNAi 13_3122023_71.mzXML,5.17002924,5.264890351,4935158,4907390.923,RNAi,13,71,0.099992915,0.499964573,34.99752011
270,269,269,dimeBQ,./230312MZXML/RNAi 13_3122023_71.mzXML,5.299839181,5.374729532,3416371,3398885.42,RNAi,13,71,1,5,350
326,325,325,memeOBQ,./230312MZXML/RNAi 13_3122023_71.mzXML,5.709239766,5.799108187,2056007,2048433.075,RNAi,13,71,0.601810225,3.009051125,210.6335787
382,381,381,ethyl decanoate,./230312MZXML/RNAi 13_3122023_71.mzXML,6.782668129,6.86255117,1865396,1854627.463,RNAi,13,71,0.037795423,0.188977114,13.22839796
438,437,437,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_71.mzXML,6.93744152,7.017324561,69841,63768.625,RNAi,13,71,0.001415072,0.007075361,0.495275288
494,493,493,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_71.mzXML,7.71130848,7.816154971,997641,990295.65,RNAi,13,71,0.020213544,0.101067718,7.074740254
550,549,549,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_71.mzXML,7.841118421,7.930986842,166497,160726.1375,RNAi,13,71,0.003373452,0.016867262,1.180708319
606,605,605,C18,./230312MZXML/RNAi 13_3122023_71.mzXML,8.57504386,8.654926901,49355077,49257490.39,RNAi,13,71,1,5,350
47,46,46,pBQ,./230312MZXML/GFP_3122023_22.mzXML,4.051666667,4.091608187,2090013,2062899.27,GFP,GFP,22,0.647361476,3.236807382,226.5765167
103,102,102,meBQ,./230312MZXML/GFP_3122023_22.mzXML,4.690730994,4.755635965,27460666,27233496.19,GFP,GFP,22,8.505677851,42.52838926,2976.987248
159,158,158,C11:1,./230312MZXML/GFP_3122023_22.mzXML,5.125095029,5.16503655,6212252,6110731.595,GFP,GFP,22,0.147834775,0.739173874,51.74217119
215,214,214,C11,./230312MZXML/GFP_3122023_22.mzXML,5.17002924,5.264890351,328635793,327191587.5,GFP,GFP,22,7.820641928,39.10320964,2737.224675
271,270,270,dimeBQ,./230312MZXML/GFP_3122023_22.mzXML,5.299839181,5.374729532,3228510,3210151.73,GFP,GFP,22,1,5,350
327,326,326,memeOBQ,./230312MZXML/GFP_3122023_22.mzXML,5.709239766,5.799108187,12692074,12644273.06,GFP,GFP,22,3.931248161,19.6562408,1375.936856
383,382,382,ethyl decanoate,./230312MZXML/GFP_3122023_22.mzXML,6.782668129,6.86255117,100623217,100367534.4,GFP,GFP,22,2.394560077,11.97280039,838.096027
439,438,438,isopropyl decanoate,./230312MZXML/GFP_3122023_22.mzXML,6.93744152,7.017324561,2805393,2782566.675,GFP,GFP,22,0.066760756,0.333803782,23.36626474
495,494,494,ethyl dodecanoate,./230312MZXML/GFP_3122023_22.mzXML,7.71130848,7.816154971,10035617,10016547.3,GFP,GFP,22,0.238820508,1.194102541,83.58717786
551,550,550,isopropyl dodecanoate,./230312MZXML/GFP_3122023_22.mzXML,7.841118421,7.930986842,474731,468374.275,GFP,GFP,22,0.011297312,0.056486561,3.95405928
607,606,606,C18,./230312MZXML/GFP_3122023_22.mzXML,8.57504386,8.654926901,42021588,41947045.74,GFP,GFP,22,1,5,350
48,47,47,pBQ,./230312MZXML/RNAi 13_3122023_68.mzXML,4.045,4.085,330831,324104.735,RNAi,13,68,0.094202773,0.471013863,32.97097044
104,103,103,meBQ,./230312MZXML/RNAi 13_3122023_68.mzXML,4.685,4.75,341303,336137.21,RNAi,13,68,0.097184632,0.485923159,34.01462113
160,159,159,C11:1,./230312MZXML/RNAi 13_3122023_68.mzXML,5.12,5.16,220256,216817.6,RNAi,13,68,0.004280412,0.021402061,1.498144256
216,215,215,C11,./230312MZXML/RNAi 13_3122023_68.mzXML,5.165,5.26,42411792,42377688.48,RNAi,13,68,0.824222497,4.121112484,288.4778738
272,271,271,dimeBQ,./230312MZXML/RNAi 13_3122023_68.mzXML,5.295,5.37,3511903,3496874.56,RNAi,13,68,1,5,350
328,327,327,memeOBQ,./230312MZXML/RNAi 13_3122023_68.mzXML,5.705,5.795,2284345,2277425.703,RNAi,13,68,0.650457886,3.252289428,227.66026
384,383,383,ethyl decanoate,./230312MZXML/RNAi 13_3122023_68.mzXML,6.78,6.86,4808976,4792517.635,RNAi,13,68,0.093456702,0.46728351,32.70984569
440,439,439,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_68.mzXML,6.935,7.015,1213560,1205665.75,RNAi,13,68,0.023584088,0.117920442,8.254430951
496,495,495,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_68.mzXML,7.71,7.815,1507376,1500577.088,RNAi,13,68,0.029294051,0.146470256,10.25291795
552,551,551,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_68.mzXML,7.84,7.93,279606,275043.72,RNAi,13,68,0.005433808,0.027169042,1.901832971
608,607,607,C18,./230312MZXML/RNAi 13_3122023_68.mzXML,8.575,8.655,51456727,51353817.55,RNAi,13,68,1,5,350
49,48,48,pBQ,./230312MZXML/RNAi 13_3122023_55.mzXML,4.05,4.09,403673,397847.39,RNAi,13,55,0.143952434,0.719762172,50.38335204
105,104,104,meBQ,./230312MZXML/RNAi 13_3122023_55.mzXML,4.69,4.755,314179,309473.86,RNAi,13,55,0.112038288,0.560191441,39.21340085
161,160,160,C11:1,./230312MZXML/RNAi 13_3122023_55.mzXML,5.125,5.165,1508869,1491590.498,RNAi,13,55,0.036666687,0.183333435,12.83334042
217,216,216,C11,./230312MZXML/RNAi 13_3122023_55.mzXML,5.17,5.265,312052735,311446244.8,RNAi,13,55,7.583123476,37.91561738,2654.093217
273,272,272,dimeBQ,./230312MZXML/RNAi 13_3122023_55.mzXML,5.3,5.375,2804211,2788681.605,RNAi,13,55,1,5,350
329,328,328,memeOBQ,./230312MZXML/RNAi 13_3122023_55.mzXML,5.71,5.8,1622737,1614620.52,RNAi,13,55,0.578678637,2.893393186,202.537523
385,384,384,ethyl decanoate,./230312MZXML/RNAi 13_3122023_55.mzXML,6.785,6.865,61764152,61571708.49,RNAi,13,55,1.500916795,7.504583977,525.3208784
441,440,440,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_55.mzXML,6.94,7.02,9354415,9319445.463,RNAi,13,55,0.227319539,1.136597697,79.56183879
497,496,496,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_55.mzXML,7.715,7.82,7171111,7152889.7,RNAi,13,55,0.174263559,0.871317795,60.99224562
553,552,552,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_55.mzXML,7.845,7.935,769245,762468.2475,RNAi,13,55,0.01869325,0.09346625,6.542637533
609,608,608,C18,./230312MZXML/RNAi 13_3122023_55.mzXML,8.58,8.66,41150950,41060152.34,RNAi,13,55,1,5,350
50,49,49,pBQ,./230312MZXML/GFP_3122023_43.mzXML,4.051666667,4.091608187,487377,480502.685,GFP,GFP,43,0.193541508,0.967707541,67.73952785
106,105,105,meBQ,./230312MZXML/GFP_3122023_43.mzXML,4.690730994,4.755635965,534756,529477.41,GFP,GFP,43,0.212356108,1.061780539,74.32463772
162,161,161,C11:1,./230312MZXML/GFP_3122023_43.mzXML,5.125095029,5.16503655,240347,236080.6225,GFP,GFP,43,0.005480791,0.027403956,1.918276928
218,217,217,C11,./230312MZXML/GFP_3122023_43.mzXML,5.17002924,5.264890351,6954590,6921548.8,GFP,GFP,43,0.158590104,0.792950522,55.50653656
274,273,273,dimeBQ,./230312MZXML/GFP_3122023_43.mzXML,5.299839181,5.374729532,2518204,2503336.07,GFP,GFP,43,1,5,350
330,329,329,memeOBQ,./230312MZXML/GFP_3122023_43.mzXML,5.709239766,5.799108187,1816303,1809515.538,GFP,GFP,43,0.721269206,3.606346031,252.4442222
386,385,385,ethyl decanoate,./230312MZXML/GFP_3122023_43.mzXML,6.782668129,6.86255117,1245776,1239159.463,GFP,GFP,43,0.028408252,0.14204126,9.942888234
442,441,441,isopropyl decanoate,./230312MZXML/GFP_3122023_43.mzXML,6.93744152,7.017324561,43368,38497.9875,GFP,GFP,43,0.000988949,0.004944746,0.346132191
498,497,497,ethyl dodecanoate,./230312MZXML/GFP_3122023_43.mzXML,7.71130848,7.816154971,818813,813026.35,GFP,GFP,43,0.018671933,0.093359665,6.535176584
554,553,553,isopropyl dodecanoate,./230312MZXML/GFP_3122023_43.mzXML,7.841118421,7.930986842,94844,90199.6,GFP,GFP,43,0.00216279,0.010813952,0.756976609
610,609,609,C18,./230312MZXML/GFP_3122023_43.mzXML,8.57504386,8.654926901,43852610,43771449.31,GFP,GFP,43,1,5,350
51,50,50,pBQ,./230312MZXML/GFP_3122023_06.mzXML,4.045,4.085,1499110,1486740.773,GFP,GFP,6,0.484465442,2.422327209,169.5629046
107,106,106,meBQ,./230312MZXML/GFP_3122023_06.mzXML,4.685,4.75,4229460,4220673.75,GFP,GFP,6,1.366829124,6.834145618,478.3901933
163,162,162,C11:1,./230312MZXML/GFP_3122023_06.mzXML,5.12,5.16,82192,79178.4475,GFP,GFP,6,0.002212252,0.011061259,0.77428816
219,218,218,C11,./230312MZXML/GFP_3122023_06.mzXML,5.165,5.26,11789121,11775352.62,GFP,GFP,6,0.317311966,1.586559832,111.0591883
275,274,274,dimeBQ,./230312MZXML/GFP_3122023_06.mzXML,5.295,5.37,3094359,3079961.785,GFP,GFP,6,1,5,350
331,330,330,memeOBQ,./230312MZXML/GFP_3122023_06.mzXML,5.705,5.795,2093458,2087159.543,GFP,GFP,6,0.676540117,3.382700585,236.789041
387,386,386,ethyl decanoate,./230312MZXML/GFP_3122023_06.mzXML,6.78,6.86,1968403,1959954.84,GFP,GFP,6,0.052980865,0.264904324,18.54330271
443,442,442,isopropyl decanoate,./230312MZXML/GFP_3122023_06.mzXML,6.935,7.015,46623,42450.125,GFP,GFP,6,0.001254889,0.006274444,0.439211077
499,498,498,ethyl dodecanoate,./230312MZXML/GFP_3122023_06.mzXML,7.71,7.815,791365,786591.3925,GFP,GFP,6,0.021300111,0.106500554,7.455038804
555,554,554,isopropyl dodecanoate,./230312MZXML/GFP_3122023_06.mzXML,7.84,7.93,115431,111543.56,GFP,GFP,6,0.003106901,0.015534507,1.087415522
611,610,610,C18,./230312MZXML/GFP_3122023_06.mzXML,8.575,8.655,37153093,37086661.92,GFP,GFP,6,1,5,350
52,51,51,pBQ,./230312MZXML/RNAi 13_3122023_51.mzXML,4.051666667,4.091608187,476197,469026.235,RNAi,13,51,0.139002422,0.695012111,48.65084777
108,107,107,meBQ,./230312MZXML/RNAi 13_3122023_51.mzXML,4.690730994,4.755635965,292523,287506.97,RNAi,13,51,0.085387782,0.426938909,29.88572364
164,163,163,C11:1,./230312MZXML/RNAi 13_3122023_51.mzXML,5.125095029,5.16503655,185655,181860.0725,RNAi,13,51,0.003885441,0.019427203,1.359904232
220,219,219,C11,./230312MZXML/RNAi 13_3122023_51.mzXML,5.17002924,5.264890351,4333688,4311171.798,RNAi,13,51,0.090696656,0.453483278,31.74382943
276,275,275,dimeBQ,./230312MZXML/RNAi 13_3122023_51.mzXML,5.299839181,5.374729532,3425818,3407446.15,RNAi,13,51,1,5,350
332,331,331,memeOBQ,./230312MZXML/RNAi 13_3122023_51.mzXML,5.709239766,5.799108187,2086438,2079098.335,RNAi,13,51,0.609033521,3.045167607,213.1617325
388,387,387,ethyl decanoate,./230312MZXML/RNAi 13_3122023_51.mzXML,6.782668129,6.86255117,1287812,1279382.188,RNAi,13,51,0.026951696,0.13475848,9.433093582
444,443,443,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_51.mzXML,6.93744152,7.017324561,85530,79617.6375,RNAi,13,51,0.001789996,0.008949981,0.626498661
500,499,499,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_51.mzXML,7.71130848,7.816154971,928831,921984.1,RNAi,13,51,0.019438839,0.097194197,6.803593805
556,555,555,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_51.mzXML,7.841118421,7.930986842,175779,170041.075,RNAi,13,51,0.003678753,0.018393765,1.287563524
612,611,611,C18,./230312MZXML/RNAi 13_3122023_51.mzXML,8.57504386,8.654926901,47782225,47703904.28,RNAi,13,51,1,5,350
53,52,52,pBQ,./230312MZXML/RNAi 13_3122023_88.mzXML,4.045,4.085,375003,366909.9675,RNAi,13,88,0.091016876,0.45508438,31.85590663
109,108,108,meBQ,./230312MZXML/RNAi 13_3122023_88.mzXML,4.685,4.75,322467,315665.07,RNAi,13,88,0.078265878,0.391329389,27.39305724
165,164,164,C11:1,./230312MZXML/RNAi 13_3122023_88.mzXML,5.12,5.16,131046,125919.6025,RNAi,13,88,0.001310181,0.006550905,0.458563344
221,220,220,C11,./230312MZXML/RNAi 13_3122023_88.mzXML,5.165,5.26,23490474,23465407.92,RNAi,13,88,0.234854725,1.174273627,82.19915387
277,276,276,dimeBQ,./230312MZXML/RNAi 13_3122023_88.mzXML,5.295,5.37,4120148,4101842.3,RNAi,13,88,1,5,350
333,332,332,memeOBQ,./230312MZXML/RNAi 13_3122023_88.mzXML,5.705,5.795,2955143,2946400.708,RNAi,13,88,0.717241953,3.586209767,251.0346837
389,388,388,ethyl decanoate,./230312MZXML/RNAi 13_3122023_88.mzXML,6.78,6.86,3794556,3780622.255,RNAi,13,88,0.037937481,0.189687404,13.27811829
445,444,444,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_88.mzXML,6.935,7.015,244089,236155.025,RNAi,13,88,0.00244037,0.012201851,0.854129605
501,500,500,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_88.mzXML,7.71,7.815,1749376,1739032.875,RNAi,13,88,0.017490035,0.087450177,6.121512363
557,556,556,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_88.mzXML,7.84,7.93,235742,227835.96,RNAi,13,88,0.002356918,0.01178459,0.824921325
613,612,612,C18,./230312MZXML/RNAi 13_3122023_88.mzXML,8.575,8.655,100021296,99850691.09,RNAi,13,88,1,5,350
54,53,53,pBQ,./230312MZXML/RNAi 13_3122023_48.mzXML,4.051666667,4.091608187,497754,489646.1975,RNAi,13,48,0.146157462,0.730787312,51.15511183
110,109,109,meBQ,./230312MZXML/RNAi 13_3122023_48.mzXML,4.690730994,4.755635965,290230,284298.79,RNAi,13,48,0.085221375,0.426106875,29.82748126
166,165,165,C11:1,./230312MZXML/RNAi 13_3122023_48.mzXML,5.125095029,5.16503655,274671,269290.5725,RNAi,13,48,0.005553557,0.027767785,1.943744959
222,221,221,C11,./230312MZXML/RNAi 13_3122023_48.mzXML,5.17002924,5.264890351,8744851,8702609.018,RNAi,13,48,0.176811635,0.884058177,61.88407239
278,277,277,dimeBQ,./230312MZXML/RNAi 13_3122023_48.mzXML,5.299839181,5.374729532,3405601,3386271.095,RNAi,13,48,1,5,350
334,333,333,memeOBQ,./230312MZXML/RNAi 13_3122023_48.mzXML,5.709239766,5.799108187,2057340,2048454.398,RNAi,13,48,0.604104826,3.020524131,211.4366891
390,389,389,ethyl decanoate,./230312MZXML/RNAi 13_3122023_48.mzXML,6.782668129,6.86255117,1533779,1523954.263,RNAi,13,48,0.031011389,0.155056943,10.85398604
446,445,445,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_48.mzXML,6.93744152,7.017324561,112974,105920.4,RNAi,13,48,0.002284215,0.011421074,0.799475165
502,501,501,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_48.mzXML,7.71130848,7.816154971,922518,913763.55,RNAi,13,48,0.018652338,0.09326169,6.528318286
558,557,557,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_48.mzXML,7.841118421,7.930986842,174949,168030.85,RNAi,13,48,0.003537284,0.017686418,1.238049291
614,613,613,C18,./230312MZXML/RNAi 13_3122023_48.mzXML,8.57504386,8.654926901,49458572,49365693.97,RNAi,13,48,1,5,350
55,54,54,pBQ,./230312MZXML/GFP_3122023_19.mzXML,4.051666667,4.091608187,1564797,1544161.455,GFP,GFP,19,0.47183247,2.359162351,165.1413646
111,110,110,meBQ,./230312MZXML/GFP_3122023_19.mzXML,4.690730994,4.755635965,21536364,21349912.17,GFP,GFP,19,6.49384925,32.46924625,2272.847238
167,166,166,C11:1,./230312MZXML/GFP_3122023_19.mzXML,5.125095029,5.16503655,6727533,6619413.485,GFP,GFP,19,0.160601548,0.80300774,56.21054181
223,222,222,C11,./230312MZXML/GFP_3122023_19.mzXML,5.17002924,5.264890351,312329976,310926217.6,GFP,GFP,19,7.456028479,37.28014239,2609.609968
279,278,278,dimeBQ,./230312MZXML/GFP_3122023_19.mzXML,5.299839181,5.374729532,3316425,3296117.65,GFP,GFP,19,1,5,350
335,334,334,memeOBQ,./230312MZXML/GFP_3122023_19.mzXML,5.709239766,5.799108187,8973430,8941729.845,GFP,GFP,19,2.705753937,13.52876968,947.0138779
391,390,390,ethyl decanoate,./230312MZXML/GFP_3122023_19.mzXML,6.782668129,6.86255117,74695190,74499998.19,GFP,GFP,19,1.783144452,8.915722259,624.1005582
447,446,446,isopropyl decanoate,./230312MZXML/GFP_3122023_19.mzXML,6.93744152,7.017324561,4001611,3973173.363,GFP,GFP,19,0.095527576,0.477637881,33.43465166
503,502,502,ethyl dodecanoate,./230312MZXML/GFP_3122023_19.mzXML,7.71130848,7.816154971,4416603,4405164.4,GFP,GFP,19,0.105434381,0.527171906,36.90203342
559,558,558,isopropyl dodecanoate,./230312MZXML/GFP_3122023_19.mzXML,7.841118421,7.930986842,432412,426523.965,GFP,GFP,19,0.01032266,0.051613301,3.612931041
615,614,614,C18,./230312MZXML/GFP_3122023_19.mzXML,8.57504386,8.654926901,41889590,41810433.41,GFP,GFP,19,1,5,350
56,55,55,pBQ,./230312MZXML/RNAi 13_3122023_77.mzXML,4.051666667,4.091608187,516447,508635.3675,RNAi,13,77,0.142784075,0.713920374,49.97442617
112,111,111,meBQ,./230312MZXML/RNAi 13_3122023_77.mzXML,4.690730994,4.755635965,287245,282030.37,RNAi,13,77,0.079415722,0.397078612,27.79550282
168,167,167,C11:1,./230312MZXML/RNAi 13_3122023_77.mzXML,5.125095029,5.16503655,218391,214603.4575,RNAi,13,77,0.003673369,0.018366845,1.285679172
224,223,223,C11,./230312MZXML/RNAi 13_3122023_77.mzXML,5.17002924,5.264890351,2775131,2756452.76,RNAi,13,77,0.046678116,0.233390578,16.33734049
280,279,279,dimeBQ,./230312MZXML/RNAi 13_3122023_77.mzXML,5.299839181,5.374729532,3616979,3597580.67,RNAi,13,77,1,5,350
336,335,335,memeOBQ,./230312MZXML/RNAi 13_3122023_77.mzXML,5.709239766,5.799108187,2426472,2417972.935,RNAi,13,77,0.670855982,3.354279911,234.7995938
392,391,391,ethyl decanoate,./230312MZXML/RNAi 13_3122023_77.mzXML,6.782668129,6.86255117,1385840,1373546.45,RNAi,13,77,0.023310035,0.116550173,8.158512138
448,447,447,isopropyl decanoate,./230312MZXML/RNAi 13_3122023_77.mzXML,6.93744152,7.017324561,66623,59918.7875,RNAi,13,77,0.001120609,0.005603044,0.392213065
504,503,503,ethyl dodecanoate,./230312MZXML/RNAi 13_3122023_77.mzXML,7.71130848,7.816154971,1143657,1135621.5,RNAi,13,77,0.019236481,0.096182403,6.732768225
560,559,559,isopropyl dodecanoate,./230312MZXML/RNAi 13_3122023_77.mzXML,7.841118421,7.930986842,177008,170364.5275,RNAi,13,77,0.002977301,0.014886504,1.0420553
616,615,615,C18,./230312MZXML/RNAi 13_3122023_77.mzXML,8.57504386,8.654926901,59452507,59327165.07,RNAi,13,77,1,5,350