,X,Unnamed..0,compound,data,start,stop,area,area_linkpoint,RNAi,Gene,Vial,Total,ratio,ng_uL,ng
479,788,788,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,6.935,7.015,119492,112995.685,RNAi,2,22,RNAi 2,0.001726328,0.008631641,0.604214881
521,890,890,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,7.71,7.815,1777661,1769991.27,RNAi,2,22,RNAi 2,0.025682275,0.128411374,8.988796145
563,992,992,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,7.84,7.93,222982,217212.16,RNAi,2,22,RNAi 2,0.003221472,0.01610736,1.127515169
605,1094,1094,C18,./20221031_DCor_RNAi/RNAi2_1112022_22.mzXML,8.575,8.655,69217428,69190010.47,RNAi,2,22,RNAi 2,1,5,350
186,77,77,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,4.046208107,4.086154331,1150927,1138139.61,RNAi,2,44,RNAi 2,0.050474152,0.252370758,17.66595307
228,179,179,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,4.685347691,4.750260305,5274326,5263403.99,RNAi,2,44,RNAi 2,0.231306703,1.156533517,80.9573462
270,281,281,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.119762878,5.159709102,27450,23320.105,RNAi,2,44,RNAi 2,0.000345415,0.001727074,0.120895153
312,383,383,C11,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.16470238,5.259574662,13337873,13322954.87,RNAi,2,44,RNAi 2,0.167835983,0.839179913,58.74259389
354,485,485,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.294527608,5.369426778,22802305,22778838.27,RNAi,2,44,RNAi 2,1,5,350
396,587,587,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,5.703976404,5.793855408,4120672,4108974.045,RNAi,2,44,RNAi 2,0.180712959,0.903564793,63.24953552
438,689,689,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,6.777531175,6.857423623,2551158,2540524.2,RNAi,2,44,RNAi 2,0.032102278,0.160511391,11.23579737
480,791,791,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,6.932322793,7.012215241,101942,92647.5125,RNAi,2,44,RNAi 2,0.001282778,0.006413892,0.448972449
522,893,893,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,7.706280884,7.811139722,1864760,1854549.65,RNAi,2,44,RNAi 2,0.023465048,0.117325239,8.212766712
564,995,995,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,7.836106112,7.925985116,315666,308089.9075,RNAi,2,44,RNAi 2,0.003972156,0.01986078,1.390254626
606,1097,1097,C18,./20221031_DCor_RNAi/RNAi2_1112022_44.mzXML,8.570117979,8.650010427,79469687,79452104.53,RNAi,2,44,RNAi 2,1,5,350
187,79,79,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,4.049598254,4.089512238,421143,409005.245,RNAi,2,25,RNAi 2,0.018013636,0.090068181,6.304772694
229,181,181,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,4.688222003,4.753082228,2814964,2804416.09,RNAi,2,25,RNAi 2,0.120405035,0.602025174,42.14176221
271,283,283,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.122286583,5.162200567,124994,120270.75,RNAi,2,25,RNAi 2,0.001510163,0.007550817,0.528557164
313,385,385,C11,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.167189815,5.261985528,49870186,49854720.04,RNAi,2,25,RNAi 2,0.602525929,3.012629643,210.884075
355,487,487,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.296910265,5.371748985,23379122,23355238.98,RNAi,2,25,RNAi 2,1,5,350
397,589,589,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,5.706028604,5.795835069,3542643,3532510.235,RNAi,2,25,RNAi 2,0.151530199,0.757650993,53.03556951
439,691,691,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,6.778716933,6.858544902,7762277,7748897.563,RNAi,2,25,RNAi 2,0.09378295,0.46891475,32.82403248
481,793,793,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,6.933383622,7.013211591,266881,256833.7375,RNAi,2,25,RNAi 2,0.003224426,0.01612213,1.128549086
523,895,895,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,7.706717069,7.811491278,4992500,4982262.6,RNAi,2,25,RNAi 2,0.060318819,0.301594093,21.11158648
565,997,997,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,7.836437518,7.926243983,357399,349760.9425,RNAi,2,25,RNAi 2,0.004318054,0.021590271,1.511318958
607,1099,1099,C18,./20221031_DCor_RNAi/RNAi2_1112022_25.mzXML,8.56985698,8.649684949,82768531,82707491.35,RNAi,2,25,RNAi 2,1,5,350
188,81,81,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,4.045,4.085,274527,265334.5475,RNAi,2,18,RNAi 2,0.013303017,0.066515087,4.656056086
230,183,183,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,4.685,4.75,338842,330160.39,RNAi,2,18,RNAi 2,0.016419591,0.082097954,5.746856799
272,285,285,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.12,5.16,25889,22496.975,RNAi,2,18,RNAi 2,0.000330509,0.001652545,0.11567818
314,387,387,C11,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.165,5.26,3624372,3611603.115,RNAi,2,18,RNAi 2,0.046270148,0.231350742,16.19455193
356,489,489,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.295,5.37,20636446,20614687.83,RNAi,2,18,RNAi 2,1,5,350
398,591,591,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,5.705,5.795,2637353,2628168.113,RNAi,2,18,RNAi 2,0.127800737,0.639003683,44.73025782
440,693,693,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,6.78,6.86,2148192,2138220.57,RNAi,2,18,RNAi 2,0.027424658,0.13712329,9.598630299
482,795,795,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,6.935,7.015,71117,64547.045,RNAi,2,18,RNAi 2,0.000907907,0.004539537,0.317767588
524,897,897,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,7.71,7.815,1420526,1413040.618,RNAi,2,18,RNAi 2,0.01813499,0.090674948,6.347246384
566,999,999,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,7.84,7.93,213070,207522.84,RNAi,2,18,RNAi 2,0.002720135,0.013600674,0.95204719
608,1101,1101,C18,./20221031_DCor_RNAi/RNAi2_1112022_18.mzXML,8.575,8.655,78330676,78314806.3,RNAi,2,18,RNAi 2,1,5,350
189,84,84,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,4.045,4.085,330046,319984.13,RNAi,2,27,RNAi 2,0.016433602,0.082168009,5.751760627
231,186,186,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,4.685,4.75,1679814,1670063.64,RNAi,2,27,RNAi 2,0.083641051,0.418205256,29.2743679
273,288,288,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,5.12,5.16,23055,19404.36,RNAi,2,27,RNAi 2,0.000326997,0.001634983,0.114448776
315,390,390,C11,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,5.165,5.26,8110036,8096877.505,RNAi,2,27,RNAi 2,0.115027257,0.575136286,40.25954005
357,492,492,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,5.295,5.37,20083607,20062509.91,RNAi,2,27,RNAi 2,1,5,350
399,594,594,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,5.705,5.795,3088790,3079056.183,RNAi,2,27,RNAi 2,0.153796576,0.768982882,53.82880177
441,696,696,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,6.78,6.86,2274468,2265207.595,RNAi,2,27,RNAi 2,0.032259514,0.161297568,11.29082973
483,798,798,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,6.935,7.015,85372,78222.55,RNAi,2,27,RNAi 2,0.001210859,0.006054293,0.423800517
525,900,900,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,7.71,7.815,1453771,1445906.52,RNAi,2,27,RNAi 2,0.020619303,0.103096516,7.216756104
567,1002,1002,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,7.84,7.93,231839,225955.88,RNAi,2,27,RNAi 2,0.003288247,0.016441237,1.150886569
609,1104,1104,C18,./20221031_DCor_RNAi/RNAi2_1112022_27.mzXML,8.575,8.655,70505341,70488881.8,RNAi,2,27,RNAi 2,1,5,350
190,87,87,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,4.049598254,4.089512238,359905,347936.6975,RNAi,2,7,RNAi 2,0.016105436,0.080527179,5.636902514
232,189,189,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,4.688222003,4.753082228,2189287,2178779.62,RNAi,2,7,RNAi 2,0.097968689,0.489843447,34.28904126
274,291,291,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,5.122286583,5.162200567,29451,25410.1975,RNAi,2,7,RNAi 2,0.000373251,0.001866255,0.130637849
316,393,393,C11,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,5.167189815,5.261985528,4699280,4685889.08,RNAi,2,7,RNAi 2,0.059556923,0.297784616,20.8449231
358,495,495,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,5.296910265,5.371748985,22346803,22324682.97,RNAi,2,7,RNAi 2,1,5,350
400,597,597,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,5.706028604,5.795835069,2731043,2721310.925,RNAi,2,7,RNAi 2,0.122211799,0.611058996,42.7741297
442,699,699,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,6.778716933,6.858544902,2217684,2205555.825,RNAi,2,7,RNAi 2,0.0281061,0.140530502,9.837135145
484,801,801,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,6.933383622,7.013211591,67580,59287.775,RNAi,2,7,RNAi 2,0.000856484,0.004282419,0.299769306
526,903,903,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,7.706717069,7.811491278,1431128,1421924.45,RNAi,2,7,RNAi 2,0.018137583,0.090687914,6.348153996
568,1005,1005,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,7.836437518,7.926243983,222481,215430.8875,RNAi,2,7,RNAi 2,0.002819641,0.014098206,0.986874444
610,1107,1107,C18,./20221031_DCor_RNAi/RNAi2_1112022_07.mzXML,8.56985698,8.649684949,78904009,78833005.9,RNAi,2,7,RNAi 2,1,5,350
191,88,88,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,4.046208107,4.086154331,12291965,12263595.68,RNAi,2,42,RNAi 2,0.528686394,2.643431969,185.0402378
233,190,190,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,4.685347691,4.750260305,109444060,109423563.9,RNAi,2,42,RNAi 2,4.707268968,23.53634484,1647.544139
275,292,292,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,5.119762878,5.159709102,719342,710933.3725,RNAi,2,42,RNAi 2,0.00943323,0.047166151,3.301630587
317,394,394,C11,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,5.16470238,5.259574662,311759718,311733635,RNAi,2,42,RNAi 2,4.088321274,20.44160637,1430.912446
359,496,496,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,5.294527608,5.369426778,23250012,23228573.38,RNAi,2,42,RNAi 2,1,5,350
401,598,598,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,5.703976404,5.793855408,35292266,35277971.3,RNAi,2,42,RNAi 2,1.517946141,7.589730706,531.2811494
443,700,700,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,6.777531175,6.857423623,24876052,24862537.19,RNAi,2,42,RNAi 2,0.326216912,1.631084562,114.1759193
485,802,802,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,6.932322793,7.012215241,866044,851755.675,RNAi,2,42,RNAi 2,0.011357035,0.056785176,3.97496234
527,904,904,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,7.706280884,7.811139722,42310870,42297589.55,RNAi,2,42,RNAi 2,0.554851766,2.774258828,194.1981179
569,1006,1006,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,7.836106112,7.925985116,779132,769421.345,RNAi,2,42,RNAi 2,0.010217298,0.05108649,3.576054286
611,1108,1108,C18,./20221031_DCor_RNAi/RNAi2_1112022_42.mzXML,8.570117979,8.650010427,76256169,76238691.68,RNAi,2,42,RNAi 2,1,5,350
192,93,93,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,4.045,4.085,190940,180707.4525,RNAi,2,23,RNAi 2,0.009023252,0.045116258,3.158138086
234,195,195,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,4.685,4.75,1057188,1047284.43,RNAi,2,23,RNAi 2,0.049959534,0.249797669,17.48583684
276,297,297,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,5.12,5.16,16479,12646.745,RNAi,2,23,RNAi 2,0.000214691,0.001073455,0.075141827
318,399,399,C11,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,5.165,5.26,15127060,15112864.8,RNAi,2,23,RNAi 2,0.197077652,0.985388262,68.97717834
360,501,501,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,5.295,5.37,21160886,21139018.6,RNAi,2,23,RNAi 2,1,5,350
402,603,603,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,5.705,5.795,3476591,3466304.853,RNAi,2,23,RNAi 2,0.164293263,0.821466313,57.5026419
444,705,705,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,6.78,6.86,3252761,3242359.63,RNAi,2,23,RNAi 2,0.042377468,0.21188734,14.83211381
486,807,807,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,6.935,7.015,621933,613641.745,RNAi,2,23,RNAi 2,0.008102638,0.040513191,2.835923402
528,909,909,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,7.71,7.815,4913636,4904457.053,RNAi,2,23,RNAi 2,0.064015602,0.320078008,22.40546059
570,1011,1011,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,7.84,7.93,1444633,1436532.72,RNAi,2,23,RNAi 2,0.0188209,0.094104499,6.587314923
612,1113,1113,C18,./20221031_DCor_RNAi/RNAi2_1112022_23.mzXML,8.575,8.655,76756851,76739986.69,RNAi,2,23,RNAi 2,1,5,350
193,95,95,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,4.047812905,4.087791463,4322686,4308184.17,RNAi,2,21,RNAi 2,0.196629088,0.983145439,68.82018071
235,197,197,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,4.687469837,4.752434995,40757597,40742248.85,RNAi,2,21,RNAi 2,1.853969758,9.26984879,648.8894153
277,299,299,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,5.122236659,5.162215217,1507511,1496209.868,RNAi,2,21,RNAi 2,0.021560303,0.107801515,7.546106032
319,401,401,C11,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,5.167212537,5.262161613,450937563,450907544.7,RNAi,2,21,RNAi 2,6.449273318,32.24636659,2257.245661
361,503,503,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,5.297142851,5.372102648,21983960,21961996.91,RNAi,2,21,RNAi 2,1,5,350
403,605,605,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,5.706923074,5.79687483,11376995,11364831.67,RNAi,2,21,RNAi 2,0.517513451,2.587567254,181.1297078
445,707,707,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,6.781346828,6.861303944,41152047,41138652.79,RNAi,2,21,RNAi 2,0.588553318,2.942766588,205.9936611
487,809,809,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,6.936263741,7.016220858,2030130,2012171.55,RNAi,2,21,RNAi 2,0.029034759,0.145173793,10.16216548
529,911,911,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,7.710848308,7.815792024,18722228,18710749.4,RNAi,2,21,RNAi 2,0.267763822,1.338819112,93.71733781
571,1013,1013,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,7.840778623,7.930730379,670643,661879.84,RNAi,2,21,RNAi 2,0.009591483,0.047957415,3.357019078
613,1115,1115,C18,./20221031_DCor_RNAi/RNAi2_1112022_21.mzXML,8.575384631,8.655341748,69920678,69904792.29,RNAi,2,21,RNAi 2,1,5,350
194,99,99,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,4.046208107,4.086154331,833789,822150.065,RNAi,2,38,RNAi 2,0.03850636,0.192531801,13.47722608
236,201,201,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,4.685347691,4.750260305,8998801,8987602.24,RNAi,2,38,RNAi 2,0.415586045,2.077930226,145.4551158
278,303,303,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,5.119762878,5.159709102,169850,165166.335,RNAi,2,38,RNAi 2,0.00220316,0.011015801,0.771106097
320,405,405,C11,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,5.16470238,5.259574662,80245526,80228769.67,RNAi,2,38,RNAi 2,1.040881692,5.204408458,364.3085921
362,507,507,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,5.294527608,5.369426778,21653280,21631938.61,RNAi,2,38,RNAi 2,1,5,350
404,609,609,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,5.703976404,5.793855408,5827533,5816689.89,RNAi,2,38,RNAi 2,0.269129342,1.34564671,94.19526972
446,711,711,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,6.777531175,6.857423623,5271754,5261889.7,RNAi,2,38,RNAi 2,0.068381036,0.341905181,23.93336268
488,813,813,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,6.932322793,7.012215241,1184961,1175402.138,RNAi,2,38,RNAi 2,0.01537038,0.076851899,5.379632923
530,915,915,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,7.706280884,7.811139722,5251842,5243262.75,RNAi,2,38,RNAi 2,0.068122753,0.340613767,23.84296372
572,1017,1017,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,7.836106112,7.925985116,1142038,1134338.105,RNAi,2,38,RNAi 2,0.014813616,0.074068082,5.184765763
614,1119,1119,C18,./20221031_DCor_RNAi/RNAi2_1112022_38.mzXML,8.570117979,8.650010427,77093801,77076758.68,RNAi,2,38,RNAi 2,1,5,350
195,100,100,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,4.05241611,4.09230856,667425,657200.6775,RNAi,2,5,RNAi 2,0.030983076,0.15491538,10.84407662
237,202,202,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,4.69069531,4.755520541,3075325,3065934.43,RNAi,2,5,RNAi 2,0.142762151,0.713810753,49.9667527
279,304,304,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,5.124525704,5.164418154,38322,34801.4725,RNAi,2,5,RNAi 2,0.000477891,0.002389454,0.167261773
321,406,406,C11,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,5.16940471,5.264149279,18790197,18778386.39,RNAi,2,5,RNAi 2,0.234321327,1.171606636,82.01246452
363,508,508,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,5.299055173,5.373853516,21541599,21523420.14,RNAi,2,5,RNAi 2,1,5,350
405,610,610,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,5.707952785,5.797710798,4044085,4035722.743,RNAi,2,5,RNAi 2,0.187733743,0.938668713,65.70680988
447,712,712,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,6.780062379,6.859847279,3203294,3193444.895,RNAi,2,5,RNAi 2,0.039946367,0.199731834,13.98122838
489,814,814,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,6.934645623,7.014430523,534472,527094.625,RNAi,2,5,RNAi 2,0.006665081,0.033325406,2.332778413
531,916,916,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,7.707561842,7.812279523,1927750,1920442.9,RNAi,2,5,RNAi 2,0.024039819,0.120199096,8.413936718
573,1018,1018,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,7.837212305,7.926970317,274561,268531.7375,RNAi,2,5,RNAi 2,0.003423886,0.017119431,1.198360202
615,1120,1120,C18,./20221031_DCor_RNAi/RNAi2_1112022_05.mzXML,8.570236074,8.650020974,80189871,80164876.65,RNAi,2,5,RNAi 2,1,5,350
196,101,101,pBQ,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,4.046208107,4.086154331,428394,416507.1075,RNAi,2,40,RNAi 2,0.019420256,0.097101282,6.797089749
238,203,203,meBQ,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,4.685347691,4.750260305,4682897,4671882.32,RNAi,2,40,RNAi 2,0.212288362,1.06144181,74.30092671
280,305,305,C11:1,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,5.119762878,5.159709102,34639,30389.195,RNAi,2,40,RNAi 2,0.000453569,0.002267845,0.158749133
322,407,407,C11,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,5.16470238,5.259574662,18723647,18707291.35,RNAi,2,40,RNAi 2,0.245170615,1.225853074,85.80971518
364,509,509,dimeBQ,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,5.294527608,5.369426778,22059132,22036366.08,RNAi,2,40,RNAi 2,1,5,350
406,611,611,memeOBQ,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,5.703976404,5.793855408,3956334,3945748.738,RNAi,2,40,RNAi 2,0.1793513,0.8967565,62.77295498
448,713,713,ethyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,6.777531175,6.857423623,2937506,2927232.425,RNAi,2,40,RNAi 2,0.038464203,0.192321013,13.46247092
490,815,815,isopropyl decanoate,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,6.932322793,7.012215241,527707,518818.9375,RNAi,2,40,RNAi 2,0.006909885,0.034549426,2.418459789
532,917,917,ethyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,7.706280884,7.811139722,2048464,2039161.1,RNAi,2,40,RNAi 2,0.026822936,0.134114678,9.388027471
574,1019,1019,isopropyl dodecanoate,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,7.836106112,7.925985116,468018,460639.0225,RNAi,2,40,RNAi 2,0.006128307,0.030641536,2.144907522
616,1121,1121,C18,./20221031_DCor_RNAi/RNAi2_1112022_40.mzXML,8.570117979,8.650010427,76369866,76354132.95,RNAi,2,40,RNAi 2,1,5,350