Unnamed..0,compound,data,start,stop,area,area_linkpoint,RNAi,Gene,Vial,Total,ratio,ng_uL,ng
513,memeOBQ,RNAi3_12132022_89.mzXML,5.704261696,5.794130117,12791367,12776241.17,RNAi,3,89,RNAi 3,0.793520195,3.967600975,277.7320682
611,ethyl decanoate,RNAi3_12132022_89.mzXML,6.777690058,6.857573099,73452965,73431728.75,RNAi,3,89,RNAi 3,0.995698418,4.978492088,348.4944462
709,isopropyl decanoate,RNAi3_12132022_89.mzXML,6.93246345,7.012346491,4351563,4333636.95,RNAi,3,89,RNAi 3,0.058988012,0.294940061,20.64580426
807,ethyl dodecanoate,RNAi3_12132022_89.mzXML,7.706330409,7.811176901,4215587,4203514.85,RNAi,3,89,RNAi 3,0.057144777,0.285723885,20.00067195
905,isopropyl dodecanoate,RNAi3_12132022_89.mzXML,7.836140351,7.926008772,529453,520796.345,RNAi,3,89,RNAi 3,0.007177049,0.035885244,2.51196708
1003,C18,RNAi3_12132022_89.mzXML,8.570065789,8.64994883,73770294,73745099.25,RNAi,3,89,RNAi 3,1,5,350
29,pBQ,RNAi3_12132022_73.mzXML,4.045,4.085,3696475,3666815.755,RNAi,3,73,RNAi 3,0.235601655,1.178008277,82.4605794
127,meBQ,RNAi3_12132022_73.mzXML,4.685,4.75,65597310,65578925.56,RNAi,3,73,RNAi 3,4.180965603,20.90482802,1463.337961
225,C11:1,RNAi3_12132022_73.mzXML,5.12,5.16,2450041,2435539.645,RNAi,3,73,RNAi 3,0.038310976,0.191554882,13.40884175
323,C11,RNAi3_12132022_73.mzXML,5.165,5.26,607949668,607894000.1,RNAi,3,73,RNAi 3,9.506430875,47.53215437,3327.250806
421,dimeBQ,RNAi3_12132022_73.mzXML,5.295,5.37,15689512,15646251.87,RNAi,3,73,RNAi 3,1,5,350
519,memeOBQ,RNAi3_12132022_73.mzXML,5.705,5.795,30380605,30349340.64,RNAi,3,73,RNAi 3,1.936363923,9.681819613,677.7273729
617,ethyl decanoate,RNAi3_12132022_73.mzXML,6.78,6.86,183179087,183116913.7,RNAi,3,73,RNAi 3,2.864347856,14.32173928,1002.52175
715,isopropyl decanoate,RNAi3_12132022_73.mzXML,6.935,7.015,2336121,2300272.635,RNAi,3,73,RNAi 3,0.036529624,0.18264812,12.78536841
813,ethyl dodecanoate,RNAi3_12132022_73.mzXML,7.71,7.815,14535424,14520362.46,RNAi,3,73,RNAi 3,0.227288558,1.136442791,79.55099536
911,isopropyl dodecanoate,RNAi3_12132022_73.mzXML,7.84,7.93,687806,676818.52,RNAi,3,73,RNAi 3,0.010755134,0.05377567,3.764296928
1009,C18,RNAi3_12132022_73.mzXML,8.575,8.655,63951411,63918945,RNAi,3,73,RNAi 3,1,5,350
36,pBQ,RNAi3_12132022_71.mzXML,4.045,4.085,4357674,4320390.81,RNAi,3,71,RNAi 3,0.286990891,1.434954457,100.446812
134,meBQ,RNAi3_12132022_71.mzXML,4.685,4.75,40226291,40208456.34,RNAi,3,71,RNAi 3,2.649252586,13.24626293,927.238405
232,C11:1,RNAi3_12132022_71.mzXML,5.12,5.16,2113986,2100780,RNAi,3,71,RNAi 3,0.03240725,0.162036252,11.34253765
330,C11,RNAi3_12132022_71.mzXML,5.165,5.26,557331447,557260947.3,RNAi,3,71,RNAi 3,8.543850228,42.71925114,2990.34758
428,dimeBQ,RNAi3_12132022_71.mzXML,5.295,5.37,15184015,15155969.61,RNAi,3,71,RNAi 3,1,5,350
526,memeOBQ,RNAi3_12132022_71.mzXML,5.705,5.795,21860351,21835331.08,RNAi,3,71,RNAi 3,1.439695035,7.198475173,503.8932621
624,ethyl decanoate,RNAi3_12132022_71.mzXML,6.78,6.86,163128915,163047745.3,RNAi,3,71,RNAi 3,2.500754309,12.50377155,875.2640082
722,isopropyl decanoate,RNAi3_12132022_71.mzXML,6.935,7.015,2188280,2148341.185,RNAi,3,71,RNAi 3,0.033546172,0.16773086,11.7411602
820,ethyl dodecanoate,RNAi3_12132022_71.mzXML,7.71,7.815,9278768,9264746.048,RNAi,3,71,RNAi 3,0.142242833,0.711214166,49.78499165
918,isopropyl dodecanoate,RNAi3_12132022_71.mzXML,7.84,7.93,843000,833148.24,RNAi,3,71,RNAi 3,0.012923128,0.064615641,4.523094872
1016,C18,RNAi3_12132022_71.mzXML,8.575,8.655,65231884,65192670.18,RNAi,3,71,RNAi 3,1,5,350
39,pBQ,RNAi3_12132022_75.mzXML,4.045,4.085,1791073,1767309.58,RNAi,3,75,RNAi 3,0.111315073,0.556575367,38.96027569
137,meBQ,RNAi3_12132022_75.mzXML,4.685,4.75,22210171,22197022.73,RNAi,3,75,RNAi 3,1.380360719,6.901803597,483.1262518
235,C11:1,RNAi3_12132022_75.mzXML,5.12,5.16,1409324,1400466.935,RNAi,3,75,RNAi 3,0.020837252,0.104186259,7.293038109
333,C11,RNAi3_12132022_75.mzXML,5.165,5.26,454221910,454183619.8,RNAi,3,75,RNAi 3,6.715798698,33.57899349,2350.529544
431,dimeBQ,RNAi3_12132022_75.mzXML,5.295,5.37,16090121,16046862.88,RNAi,3,75,RNAi 3,1,5,350
529,memeOBQ,RNAi3_12132022_75.mzXML,5.705,5.795,28058423,28031221.36,RNAi,3,75,RNAi 3,1.74382921,8.719146052,610.3402237
627,ethyl decanoate,RNAi3_12132022_75.mzXML,6.78,6.86,3894674,3884974.31,RNAi,3,75,RNAi 3,0.057583851,0.287919253,20.15434769
725,isopropyl decanoate,RNAi3_12132022_75.mzXML,6.935,7.015,35716352,35690925.34,RNAi,3,75,RNAi 3,0.52807631,2.640381551,184.8267086
823,ethyl dodecanoate,RNAi3_12132022_75.mzXML,7.71,7.815,1654362,1642271.92,RNAi,3,75,RNAi 3,0.024460207,0.122301037,8.561072622
921,isopropyl dodecanoate,RNAi3_12132022_75.mzXML,7.84,7.93,1156899,1147655.12,RNAi,3,75,RNAi 3,0.017105077,0.085525386,5.986776991
1019,C18,RNAi3_12132022_75.mzXML,8.575,8.655,67634831,67601550.03,RNAi,3,75,RNAi 3,1,5,350
43,pBQ,RNAi3_12132022_91.mzXML,4.046688596,4.086630117,2427134,2406727.583,RNAi,3,91,RNAi 3,0.14079936,0.703996799,49.27977591
141,meBQ,RNAi3_12132022_91.mzXML,4.685752924,4.750657895,11691688,11679511.27,RNAi,3,91,RNAi 3,0.678241162,3.391205811,237.3844067
239,C11:1,RNAi3_12132022_91.mzXML,5.120116959,5.16005848,1556196,1547508.3,RNAi,3,91,RNAi 3,0.018140296,0.090701481,6.349103658
337,C11,RNAi3_12132022_91.mzXML,5.16505117,5.259912281,395462143,395409596,RNAi,3,91,RNAi 3,4.609830893,23.04915447,1613.440813
435,dimeBQ,RNAi3_12132022_91.mzXML,5.294861111,5.369751462,17238246,17193615.75,RNAi,3,91,RNAi 3,1,5,350
533,memeOBQ,RNAi3_12132022_91.mzXML,5.704261696,5.794130117,11885038,11863066.39,RNAi,3,91,RNAi 3,0.6894575,3.447287502,241.3101252
631,ethyl decanoate,RNAi3_12132022_91.mzXML,6.777690058,6.857573099,83749323,83722319.74,RNAi,3,91,RNAi 3,0.976250757,4.881253785,341.6877649
729,isopropyl decanoate,RNAi3_12132022_91.mzXML,6.93246345,7.012346491,1373807,1351817.938,RNAi,3,91,RNAi 3,0.01601422,0.080071102,5.604977168
827,ethyl dodecanoate,RNAi3_12132022_91.mzXML,7.706330409,7.811176901,3856766,3844502,RNAi,3,91,RNAi 3,0.044957626,0.224788129,15.73516904
925,isopropyl dodecanoate,RNAi3_12132022_91.mzXML,7.836140351,7.926008772,447810,438069.2125,RNAi,3,91,RNAi 3,0.00522004,0.026100202,1.827014148
1023,C18,RNAi3_12132022_91.mzXML,8.570065789,8.64994883,85786692,85756608.52,RNAi,3,91,RNAi 3,1,5,350
47,pBQ,RNAi3_12132022_93.mzXML,4.045,4.085,716621,702915.305,RNAi,3,93,RNAi 3,0.044316413,0.221582067,15.51074468
145,meBQ,RNAi3_12132022_93.mzXML,4.685,4.75,2141110,2131490.94,RNAi,3,93,RNAi 3,0.132407948,0.662039738,46.34278168
243,C11:1,RNAi3_12132022_93.mzXML,5.12,5.16,327378,322302.45,RNAi,3,93,RNAi 3,0.003805802,0.019029012,1.332030826
341,C11,RNAi3_12132022_93.mzXML,5.165,5.26,108541446,108520840.2,RNAi,3,93,RNAi 3,1.261805287,6.309026436,441.6318506
439,dimeBQ,RNAi3_12132022_93.mzXML,5.295,5.37,16170555,16131641.84,RNAi,3,93,RNAi 3,1,5,350
537,memeOBQ,RNAi3_12132022_93.mzXML,5.705,5.795,6643051,6630149.36,RNAi,3,93,RNAi 3,0.410811565,2.054057823,143.7840476
635,ethyl decanoate,RNAi3_12132022_93.mzXML,6.78,6.86,14583325,14568118.59,RNAi,3,93,RNAi 3,0.169532628,0.84766314,59.33641981
733,isopropyl decanoate,RNAi3_12132022_93.mzXML,6.935,7.015,411765,400052.215,RNAi,3,93,RNAi 3,0.00478681,0.023934049,1.675383419
831,ethyl dodecanoate,RNAi3_12132022_93.mzXML,7.71,7.815,2284779,2272709.915,RNAi,3,93,RNAi 3,0.026560787,0.132803935,9.296275433
929,isopropyl dodecanoate,RNAi3_12132022_93.mzXML,7.84,7.93,420534,412206.92,RNAi,3,93,RNAi 3,0.00488875,0.024443751,1.711062599
1027,C18,RNAi3_12132022_93.mzXML,8.575,8.655,86020757,85976266.93,RNAi,3,93,RNAi 3,1,5,350
53,pBQ,RNAi3_12132022_86.mzXML,4.045,4.085,2962051,2938802.83,RNAi,3,86,RNAi 3,0.1876798,0.938399,65.68792998
151,meBQ,RNAi3_12132022_86.mzXML,4.685,4.75,28523809,28508706.41,RNAi,3,86,RNAi 3,1.807309451,9.036547255,632.5583079
249,C11:1,RNAi3_12132022_86.mzXML,5.12,5.16,1277252,1268179.445,RNAi,3,86,RNAi 3,0.016432251,0.082161253,5.751287686
347,C11,RNAi3_12132022_86.mzXML,5.165,5.26,382612988,382564444.7,RNAi,3,86,RNAi 3,4.922436979,24.61218489,1722.852942
445,dimeBQ,RNAi3_12132022_86.mzXML,5.295,5.37,15782471,15743673.57,RNAi,3,86,RNAi 3,1,5,350
543,memeOBQ,RNAi3_12132022_86.mzXML,5.705,5.795,16484348,16461476.48,RNAi,3,86,RNAi 3,1.044471933,5.222359667,365.5651767
641,ethyl decanoate,RNAi3_12132022_86.mzXML,6.78,6.86,86396458,86341681.88,RNAi,3,86,RNAi 3,1.111517729,5.557588647,389.0312053
739,isopropyl decanoate,RNAi3_12132022_86.mzXML,6.935,7.015,1770556,1750955.475,RNAi,3,86,RNAi 3,0.022778762,0.113893812,7.972566824
837,ethyl dodecanoate,RNAi3_12132022_86.mzXML,7.71,7.815,6311588,6297046.873,RNAi,3,86,RNAi 3,0.081200574,0.406002869,28.42020083
935,isopropyl dodecanoate,RNAi3_12132022_86.mzXML,7.84,7.93,452914,442528.96,RNAi,3,86,RNAi 3,0.005826882,0.029134409,2.039408598
1033,C18,RNAi3_12132022_86.mzXML,8.575,8.655,77728367,77680981.9,RNAi,3,86,RNAi 3,1,5,350
60,pBQ,RNAi3_12132022_79.mzXML,4.045,4.085,760815,744776.67,RNAi,3,79,RNAi 3,0.05095961,0.254798049,17.83586346
158,meBQ,RNAi3_12132022_79.mzXML,4.685,4.75,7189086,7178159.535,RNAi,3,79,RNAi 3,0.48152707,2.407635351,168.5344746
256,C11:1,RNAi3_12132022_79.mzXML,5.12,5.16,475867,470266.18,RNAi,3,79,RNAi 3,0.006701618,0.033508088,2.345566152
354,C11,RNAi3_12132022_79.mzXML,5.165,5.26,163286233,163264978.8,RNAi,3,79,RNAi 3,2.299554055,11.49777027,804.8439191
452,dimeBQ,RNAi3_12132022_79.mzXML,5.295,5.37,14929765,14888121.42,RNAi,3,79,RNAi 3,1,5,350
550,memeOBQ,RNAi3_12132022_79.mzXML,5.705,5.795,7074871,7060242.8,RNAi,3,79,RNAi 3,0.473876916,2.369384582,165.8569207
648,ethyl decanoate,RNAi3_12132022_79.mzXML,6.78,6.86,32253625,32232165.94,RNAi,3,79,RNAi 3,0.454226623,2.271133113,158.9793179
746,isopropyl decanoate,RNAi3_12132022_79.mzXML,6.935,7.015,3276137,3261979.465,RNAi,3,79,RNAi 3,0.046137718,0.230688588,16.14820119
844,ethyl dodecanoate,RNAi3_12132022_79.mzXML,7.71,7.815,3786470,3773402.133,RNAi,3,79,RNAi 3,0.053324719,0.266623593,18.66365154
942,isopropyl dodecanoate,RNAi3_12132022_79.mzXML,7.84,7.93,497551,488321.4,RNAi,3,79,RNAi 3,0.007006993,0.035034963,2.452447395
1040,C18,RNAi3_12132022_79.mzXML,8.575,8.655,71007782,70971197.9,RNAi,3,79,RNAi 3,1,5,350
61,pBQ,RNAi3_12132022_84.mzXML,4.045,4.085,2524321,2499338.905,RNAi,3,84,RNAi 3,0.162216008,0.811080039,56.77560276
159,meBQ,RNAi3_12132022_84.mzXML,4.685,4.75,7951474,7940822.59,RNAi,3,84,RNAi 3,0.510971611,2.554858057,178.840064
257,C11:1,RNAi3_12132022_84.mzXML,5.12,5.16,1863956,1853575.58,RNAi,3,84,RNAi 3,0.025069243,0.125346215,8.774235042
355,C11,RNAi3_12132022_84.mzXML,5.165,5.26,528222929,528167723,RNAi,3,84,RNAi 3,7.104324863,35.52162431,2486.513702
453,dimeBQ,RNAi3_12132022_84.mzXML,5.295,5.37,15561479,15521807.32,RNAi,3,84,RNAi 3,1,5,350
551,memeOBQ,RNAi3_12132022_84.mzXML,5.705,5.795,33562768,33525128,RNAi,3,84,RNAi 3,2.156785226,10.78392613,754.8748291
649,ethyl decanoate,RNAi3_12132022_84.mzXML,6.78,6.86,187014529,186928693.4,RNAi,3,84,RNAi 3,2.515248572,12.57624286,880.3370003
747,isopropyl decanoate,RNAi3_12132022_84.mzXML,6.935,7.015,10121131,10095164.15,RNAi,3,84,RNAi 3,0.136123971,0.680619854,47.6433898
845,ethyl dodecanoate,RNAi3_12132022_84.mzXML,7.71,7.815,14154504,14141517.64,RNAi,3,84,RNAi 3,0.190370749,0.951853745,66.62976218
943,isopropyl dodecanoate,RNAi3_12132022_84.mzXML,7.84,7.93,966983,958061.56,RNAi,3,84,RNAi 3,0.013005421,0.065027103,4.551897214
1041,C18,RNAi3_12132022_84.mzXML,8.575,8.655,74352305,74315230.41,RNAi,3,84,RNAi 3,1,5,350
64,pBQ,RNAi3_12132022_80.mzXML,4.051688596,4.091630117,6016500,5970200.215,RNAi,3,80,RNAi 3,0.375279823,1.876399113,131.3479379
162,meBQ,RNAi3_12132022_80.mzXML,4.690752924,4.755657895,33256894,33226730.62,RNAi,3,80,RNAi 3,2.074402273,10.37201137,726.0407957
260,C11:1,RNAi3_12132022_80.mzXML,5.125116959,5.16505848,3150121,3136827.545,RNAi,3,80,RNAi 3,0.043289304,0.216446519,15.15125636
358,C11,RNAi3_12132022_80.mzXML,5.17005117,5.264912281,660318123,660015883.9,RNAi,3,80,RNAi 3,9.074163149,45.37081574,3175.957102
456,dimeBQ,RNAi3_12132022_80.mzXML,5.299861111,5.374751462,16032037,15987224.4,RNAi,3,80,RNAi 3,1,5,350
554,memeOBQ,RNAi3_12132022_80.mzXML,5.709261696,5.799130117,39830798,39786456.43,RNAi,3,80,RNAi 3,2.484450229,12.42225115,869.5575802
652,ethyl decanoate,RNAi3_12132022_80.mzXML,6.782690058,6.862573099,244741827,244635676.7,RNAi,3,80,RNAi 3,3.363268689,16.81634344,1177.144041
750,isopropyl decanoate,RNAi3_12132022_80.mzXML,6.93746345,7.017346491,31636034,31587367.4,RNAi,3,80,RNAi 3,0.434745805,2.173729025,152.1610317
848,ethyl dodecanoate,RNAi3_12132022_80.mzXML,7.711330409,7.816176901,14105584,14090508.6,RNAi,3,80,RNAi 3,0.193840463,0.969202314,67.84416196
946,isopropyl dodecanoate,RNAi3_12132022_80.mzXML,7.841140351,7.931008772,1222243,1211547.323,RNAi,3,80,RNAi 3,0.016796196,0.083980978,5.87866848
1044,C18,RNAi3_12132022_80.mzXML,8.575065789,8.65494883,72769038,72735036.8,RNAi,3,80,RNAi 3,1,5,350
72,pBQ,RNAi3_12132022_82.mzXML,4.045,4.085,3080884,3058026.34,RNAi,3,82,RNAi 3,0.196642489,0.983212444,68.82487105
170,meBQ,RNAi3_12132022_82.mzXML,4.685,4.75,18766094,18753248.56,RNAi,3,82,RNAi 3,1.197776816,5.988884079,419.2218855
268,C11:1,RNAi3_12132022_82.mzXML,5.12,5.16,1729528,1719237.745,RNAi,3,82,RNAi 3,0.025009042,0.125045211,8.753164778
366,C11,RNAi3_12132022_82.mzXML,5.165,5.26,489075611,489034567.3,RNAi,3,82,RNAi 3,7.072052379,35.36026189,2475.218332
464,dimeBQ,RNAi3_12132022_82.mzXML,5.295,5.37,15667438,15624150.57,RNAi,3,82,RNAi 3,1,5,350
562,memeOBQ,RNAi3_12132022_82.mzXML,5.705,5.795,25443592,25418081.36,RNAi,3,82,RNAi 3,1.623979109,8.119895544,568.3926881
660,ethyl decanoate,RNAi3_12132022_82.mzXML,6.78,6.86,146775085,146707668.2,RNAi,3,82,RNAi 3,2.122373444,10.61186722,742.8307055
758,isopropyl decanoate,RNAi3_12132022_82.mzXML,6.935,7.015,2971062,2945996.295,RNAi,3,82,RNAi 3,0.042961672,0.214808361,15.03658527
856,ethyl dodecanoate,RNAi3_12132022_82.mzXML,7.71,7.815,6527922,6513751.99,RNAi,3,82,RNAi 3,0.094394006,0.471970032,33.03790221
954,isopropyl dodecanoate,RNAi3_12132022_82.mzXML,7.84,7.93,518886,508215.2,RNAi,3,82,RNAi 3,0.007503112,0.037515559,2.626089117
1052,C18,RNAi3_12132022_82.mzXML,8.575,8.655,69156107,69122041.96,RNAi,3,82,RNAi 3,1,5,350
78,pBQ,RNAi3_12132022_78.mzXML,4.045,4.085,1114437,1095507.15,RNAi,3,78,RNAi 3,0.068239031,0.341195155,23.88366085
176,meBQ,RNAi3_12132022_78.mzXML,4.685,4.75,17946445,17933527.95,RNAi,3,78,RNAi 3,1.098893896,5.494469479,384.6128635
274,C11:1,RNAi3_12132022_78.mzXML,5.12,5.16,716494,710030.71,RNAi,3,78,RNAi 3,0.009633447,0.048167236,3.371706505
372,C11,RNAi3_12132022_78.mzXML,5.165,5.26,255744777,255715232.3,RNAi,3,78,RNAi 3,3.438554677,17.19277339,1203.494137
470,dimeBQ,RNAi3_12132022_78.mzXML,5.295,5.37,16331372,16289056.68,RNAi,3,78,RNAi 3,1,5,350
568,memeOBQ,RNAi3_12132022_78.mzXML,5.705,5.795,11425232,11409151.76,RNAi,3,78,RNAi 3,0.699588008,3.497940038,244.8558027
666,ethyl decanoate,RNAi3_12132022_78.mzXML,6.78,6.86,70569293,70529140.48,RNAi,3,78,RNAi 3,0.948822398,4.744111988,332.0878392
764,isopropyl decanoate,RNAi3_12132022_78.mzXML,6.935,7.015,3036125,3019577.385,RNAi,3,78,RNAi 3,0.040821486,0.20410743,14.28752008
862,ethyl dodecanoate,RNAi3_12132022_78.mzXML,7.71,7.815,5723746,5711506.295,RNAi,3,78,RNAi 3,0.076957245,0.384786227,26.93503591
960,isopropyl dodecanoate,RNAi3_12132022_78.mzXML,7.84,7.93,523362,514613.76,RNAi,3,78,RNAi 3,0.007036737,0.035183687,2.462858112
1058,C18,RNAi3_12132022_78.mzXML,8.575,8.655,74375661,74336695.99,RNAi,3,78,RNAi 3,1,5,350
79,pBQ,RNAi3_12132022_85.mzXML,4.045,4.085,3012583,2989292.98,RNAi,3,85,RNAi 3,0.197051356,0.985256778,68.96797449
177,meBQ,RNAi3_12132022_85.mzXML,4.685,4.75,11322419,11311442.87,RNAi,3,85,RNAi 3,0.740593044,3.702965219,259.2075653
275,C11:1,RNAi3_12132022_85.mzXML,5.12,5.16,1735024,1724910.655,RNAi,3,85,RNAi 3,0.023561298,0.117806489,8.24645423
373,C11,RNAi3_12132022_85.mzXML,5.165,5.26,492904727,492846654.9,RNAi,3,85,RNAi 3,6.693552977,33.46776488,2342.743542
471,dimeBQ,RNAi3_12132022_85.mzXML,5.295,5.37,15288314,15250211.94,RNAi,3,85,RNAi 3,1,5,350
569,memeOBQ,RNAi3_12132022_85.mzXML,5.705,5.795,15384906,15363215.52,RNAi,3,85,RNAi 3,1.006318028,5.031590141,352.2113099
667,ethyl decanoate,RNAi3_12132022_85.mzXML,6.78,6.86,75922653,75870384.67,RNAi,3,85,RNAi 3,1.03101527,5.155076348,360.8553444
765,isopropyl decanoate,RNAi3_12132022_85.mzXML,6.935,7.015,36159091,36124208.29,RNAi,3,85,RNAi 3,0.491033618,2.455168088,171.8617661
863,ethyl dodecanoate,RNAi3_12132022_85.mzXML,7.71,7.815,3396967,3384837.495,RNAi,3,85,RNAi 3,0.046130169,0.230650847,16.1455593
961,isopropyl dodecanoate,RNAi3_12132022_85.mzXML,7.84,7.93,1777325,1768299.96,RNAi,3,85,RNAi 3,0.024135737,0.120678687,8.447508083
1059,C18,RNAi3_12132022_85.mzXML,8.575,8.655,73638728,73599857.28,RNAi,3,85,RNAi 3,1,5,350
82,pBQ,RNAi3_12132022_87.mzXML,4.045,4.085,616910,605206.985,RNAi,3,87,RNAi 3,0.042266561,0.211332804,14.7932963
180,meBQ,RNAi3_12132022_87.mzXML,4.685,4.75,3374160,3364553.48,RNAi,3,87,RNAi 3,0.231174951,1.155874755,80.91123282
278,C11:1,RNAi3_12132022_87.mzXML,5.12,5.16,299682,294921.66,RNAi,3,87,RNAi 3,0.00404584,0.020229199,1.416043962
376,C11,RNAi3_12132022_87.mzXML,5.165,5.26,96620653,96600882.43,RNAi,3,87,RNAi 3,1.304421661,6.522108306,456.5475814
474,dimeBQ,RNAi3_12132022_87.mzXML,5.295,5.37,14595699,14558708.09,RNAi,3,87,RNAi 3,1,5,350
572,memeOBQ,RNAi3_12132022_87.mzXML,5.705,5.795,6798553,6780764.64,RNAi,3,87,RNAi 3,0.465791532,2.328957661,163.0270363
670,ethyl decanoate,RNAi3_12132022_87.mzXML,6.78,6.86,21032805,21014789.38,RNAi,3,87,RNAi 3,0.283952194,1.419760972,99.38326802
768,isopropyl decanoate,RNAi3_12132022_87.mzXML,6.935,7.015,424763,413382.015,RNAi,3,87,RNAi 3,0.005734489,0.028672444,2.0070711
866,ethyl dodecanoate,RNAi3_12132022_87.mzXML,7.71,7.815,2993876,2982368.175,RNAi,3,87,RNAi 3,0.040418654,0.202093268,14.14652876
964,isopropyl dodecanoate,RNAi3_12132022_87.mzXML,7.84,7.93,306904,298232.36,RNAi,3,87,RNAi 3,0.00414334,0.0207167,1.450169033
1062,C18,RNAi3_12132022_87.mzXML,8.575,8.655,74071641,74031295.21,RNAi,3,87,RNAi 3,1,5,350
94,pBQ,RNAi3_12132022_81.mzXML,4.045,4.085,2841872,2820020.915,RNAi,3,81,RNAi 3,0.19485009,0.97425045,68.19753149
192,meBQ,RNAi3_12132022_81.mzXML,4.685,4.75,18912633,18900220.74,RNAi,3,81,RNAi 3,1.296725624,6.483628119,453.8539683
290,C11:1,RNAi3_12132022_81.mzXML,5.12,5.16,1661099,1651224.11,RNAi,3,81,RNAi 3,0.025357551,0.126787755,8.875142876
388,C11,RNAi3_12132022_81.mzXML,5.165,5.26,489152668,489106922.8,RNAi,3,81,RNAi 3,7.467173095,37.33586548,2613.510583
486,dimeBQ,RNAi3_12132022_81.mzXML,5.295,5.37,14584915,14544425.01,RNAi,3,81,RNAi 3,1,5,350
584,memeOBQ,RNAi3_12132022_81.mzXML,5.705,5.795,19397303,19374539.28,RNAi,3,81,RNAi 3,1.329956534,6.649782669,465.4847868
682,ethyl decanoate,RNAi3_12132022_81.mzXML,6.78,6.86,125947251,125877923.6,RNAi,3,81,RNAi 3,1.922651118,9.613255591,672.9278914
780,isopropyl decanoate,RNAi3_12132022_81.mzXML,6.935,7.015,3281272,3256299.15,RNAi,3,81,RNAi 3,0.050090345,0.250451726,17.53162082
878,ethyl dodecanoate,RNAi3_12132022_81.mzXML,7.71,7.815,8119293,8106182.003,RNAi,3,81,RNAi 3,0.123945284,0.619726419,43.38084932
976,isopropyl dodecanoate,RNAi3_12132022_81.mzXML,7.84,7.93,593917,584864.76,RNAi,3,81,RNAi 3,0.009066456,0.045332279,3.17325953
1074,C18,RNAi3_12132022_81.mzXML,8.575,8.655,65507075,65473161.93,RNAi,3,81,RNAi 3,1,5,350
